,name,mkdocs_plugin,github_id,pypi_id,labels,license,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,mkdocs_theme,extra_dependencies,dependent_project_count,github_dependent_project_count,watchers_count,markdown_extension,trending,gitlab_id,gitlab_url,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
82,mkdocs-exporter,exporter,adrienbrignon/mkdocs-exporter,mkdocs-exporter,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-exporter,24328.0,24328.0,7,True,2.0,,,52.0,52.0,,,,,,,,,,,
83,simple,simple,athackst/mkdocs-simple-plugin,mkdocs-simple-plugin,['plugin'],,site-management,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/mkdocs-simple-plugin,27226.0,27226.0,7,True,2.0,,,64.0,64.0,,,,,,,,,,,
84,markdown-version-annotations,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],,snippets-include,,{},,,,,,,,,,,,,,,https://pypi.org/project/markdown-version-annotations,14673.0,14673.0,7,True,3.0,,,109.0,109.0,,markdown_version_annotations,,,,,,,,,
85,BOOTSTRAP386,,,mkdocs-bootstrap386,['theme'],,theming,,https://gitlab.com/lramage/mkdocs-bootstrap386,2018-06-06 02:30:09,2018-06-06 02:30:09.000000,,,3.0,,4.0,3.0,37.0,,,1.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,,https://pypi.org/project/mkdocs-bootstrap386,289.0,289.0,6,True,2.0,bootstrap386,,,,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,,,,,,
86,Nature,,waylan/mkdocs-nature,mkdocs-nature,['theme'],,theming,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-nature,1456.0,1456.0,6,True,2.0,nature,,52.0,52.0,,,,,,,,,,,
87,Terminal for MkDocs,['terminal/md-to-html'],ntno/mkdocs-terminal,mkdocs-terminal,['theme'],,theming,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-terminal,3371.0,3371.0,6,True,2.0,terminal,,173.0,173.0,,,,,,,,,,,
88,Dracula,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],,theming,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-dracula-theme,6007.0,6007.0,6,True,2.0,dracula,,157.0,157.0,,,,,,,,,,,
89,mkdocs-autoapi,mkdocs-autoapi,jcayers20/mkdocs-autoapi,mkdocs-autoapi,['plugin'],,api-docs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-autoapi,20899.0,20899.0,6,True,2.0,,,147.0,147.0,,,,,,,,,,,
90,Publisher for MkDocs - blog,pub-blog,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],,blogging,,{},,,,,,,,,,,,,"Blogging engine with support for categories, tags and archive.",4.0,https://pypi.org/project/mkdocs-publisher,4961.0,4961.0,6,True,3.0,,,101.0,101.0,,,,,,,,,,,
91,Lightgallery,,g-provost/lightgallery-markdown,lightgallery,['markdown'],,charts,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/lightgallery,3635.0,3635.0,6,True,2.0,,,110.0,110.0,,lightgallery,,,,,,,,,
92,Markdown blockdiag,,gisce/markdown-blockdiag,markdown-blockdiag,['markdown'],,charts,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/markdown-blockdiag,2515.0,2515.0,6,True,2.0,,,150.0,150.0,,markdown_blockdiag,,,,,,,,,
93,mkdocs-d2-plugin,d2,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-d2-plugin,32101.0,32101.0,6,True,2.0,,,38.0,38.0,,,,,,,,,,,
94,Interactive Graph,obsidian-interactive-graph,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,1570.0,1570.0,6,True,2.0,,,53.0,53.0,,,,,,,,,,,
95,markdown-filter,markdown-filter,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-markdown-filter,9100.0,9100.0,6,True,2.0,,,41.0,41.0,,,,,,,,,,,
96,user-defined-values,user-defined-values,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],MIT,code-exec-templating,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-user-defined-values,513.0,513.0,6,True,2.0,,,15.0,15.0,,,,,,,,,,,
97,Entangled,entangled,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-entangled-plugin,11949.0,11949.0,6,True,2.0,,,14.0,14.0,,,,,,,,,,,
98,placeholder,placeholder,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-placeholder-plugin,16359.0,16359.0,6,True,2.0,,,20.0,20.0,,,,,,,,,,,
99,add-number,add-number,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-add-number-plugin,6726.0,6726.0,6,True,2.0,,,55.0,55.0,,,,,,,,,,,
100,mkdocs-extra-sass-plugin,extra-sass,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-extra-sass-plugin,5863.0,5863.0,6,True,2.0,,,97.0,97.0,,,,,,,,,,,
101,Publisher for MkDocs - social,pub-social,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],,html-css,,{},,,,,,,,,,,,,Social media sharing helper.,4.0,https://pypi.org/project/mkdocs-publisher,4961.0,4961.0,6,True,2.0,,,101.0,101.0,,,,,,,,,,,
102,Publisher for MkDocs - minifier,pub-minifier,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],,html-css,,{},,,,,,,,,,,,,"Size optimization (minification) for HTML, CSS, JS, SVG, PNG and JPEG files.",4.0,https://pypi.org/project/mkdocs-publisher,4961.0,4961.0,6,True,2.0,,,101.0,101.0,,,,,,,,,,,
103,Publisher for MkDocs - obsidian,pub-obsidian,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],,integrations,,{},,,,,,,,,,,,,"Obsidian.md integration including with support for wiki links, callouts, backlinks etc.",4.0,https://pypi.org/project/mkdocs-publisher,4961.0,4961.0,6,True,2.0,,,101.0,101.0,,,,,,,,,,,
104,Mdx Truly Sane Lists,,radude/mdx_truly_sane_lists,mdx-truly-sane-lists,['markdown'],,markdown,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mdx-truly-sane-lists,1062916.0,1062916.0,6,True,2.0,,,,,,mdx_truly_sane_lists,,,,,,,,,
105,YAML metadata,,sivakov512/python-markdown-full-yaml-metadata,markdown-full-yaml-metadata,['markdown'],,markdown,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/markdown-full-yaml-metadata,1351.0,1351.0,6,True,2.0,,,97.0,97.0,,full_yaml_metadata,,,,,,,,,
106,section-index,section-index,oprypin/mkdocs-section-index,mkdocs-section-index,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-section-index,1469901.0,1469901.0,6,True,2.0,,,,,,,,,,,,,,,
107,Publisher for MkDocs - meta,pub-meta,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],,nav-pages,,{},,,,,,,,,,,,,Automatic navigation based on files metadata with URL name and publication status control.,4.0,https://pypi.org/project/mkdocs-publisher,4961.0,4961.0,6,True,2.0,,,101.0,101.0,,,,,,,,,,,
108,localsearch,localsearch,wilhelmer/mkdocs-localsearch,mkdocs-localsearch,['plugin'],,search-toc,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-localsearch,4622.0,4622.0,6,True,1.0,,,108.0,108.0,,,,,,,,,,,
109,mkdocs-exclude-unused-files,exclude-unused-files,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],,site-management,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-exclude-unused-files,8147.0,8147.0,6,True,2.0,,,28.0,28.0,,,,,,,,,,,
110,Publisher for MkDocs - debugger,pub-debugger,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],,site-management,,{},,,,,,,,,,,,,Advanced console and file logger from build and serve process.,4.0,https://pypi.org/project/mkdocs-publisher,4961.0,4961.0,6,True,2.0,,,101.0,101.0,,,,,,,,,,,
111,Markdown Grid Tables,,,markdown-grid-tables,['markdown'],,markdown,,https://gitlab.com/WillDaSilva/markdown_grid_tables,2022-02-09 02:39:55,2022-02-09 02:39:55.000000,,,7.0,,3.0,1.0,1.0,,,0.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,,https://pypi.org/project/markdown-grid-tables,50049.0,50049.0,5,True,2.0,,,,,,markdown_grid_tables,,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,,,,,,
112,SWAN,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],,theming,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/mkdocs-swan,1712.0,1712.0,5,True,2.0,swan,,13.0,13.0,,,,,,,,,,,
113,Simple Blog,,FernandoCelmer/mkdocs-simple-blog,mkdocs-simple-blog,['theme'],,theming,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-simple-blog,975.0,975.0,5,True,2.0,simple-blog,,98.0,98.0,,,,,,,,,,,
114,MkAutoDoc,,tomchristie/mkautodoc,mkautodoc,['markdown'],BSD,api-docs,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkautodoc,18729.0,18729.0,5,True,2.0,,,,,,mkautodoc,,,,,,,,,
115,mkdocs-typer2,mkdocs-typer2,syn54x/mkdocs-typer2,mkdocs-typer2,['plugin'],,api-docs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-typer2,7921.0,7921.0,5,True,2.0,,,56.0,56.0,,,,,,,,,,,
116,mkdocstrings-shell,,mkdocstrings/shell,,,ISC,api-docs,,{},,,,,,,,,,,,,,,,,,5,True,2.0,,,80.0,80.0,,,,,,,,,,,
117,rss,rss,Guts/mkdocs-rss-plugin,mkdocs-rss-plugin,['plugin'],,blogging,,{},,,,,,,,,,,,,,20.0,https://pypi.org/project/mkdocs-rss-plugin,120182.0,120182.0,5,True,3.0,,,,,,,,,,,,,,,
118,table-reader,table-reader,timvink/mkdocs-table-reader-plugin,mkdocs-table-reader-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-table-reader-plugin,154318.0,154318.0,5,True,3.0,,,,,,,,,,,,,,,
119,markdownmermaid,markdownmermaid,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,A MkDocs plugin that support mermaid graph in markdown file.,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,2548.0,2548.0,5,True,3.0,,,139.0,139.0,,,,,,,,,,,
120,MkDocs Video,mkdocs-video,soulless-viewer/mkdocs-video,mkdocs-video,['plugin'],,charts,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-video,,,5,True,3.0,,,1176.0,1176.0,,,,,,,,,,,
121,markdownextradata,markdownextradata,rosscdh/mkdocs-markdownextradata-plugin,mkdocs-markdownextradata-plugin,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,12.0,https://pypi.org/project/mkdocs-markdownextradata-plugin,,,5,True,3.0,,,1688.0,1688.0,,,,,,,,,,,
122,mkdocs-data-plugin,data,joapuiib/mkdocs-data-plugin,mkdocs-data-plugin,['plugin'],MIT,code-exec-templating,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-data-plugin,302.0,302.0,5,True,3.0,,,5.0,5.0,,,,,,,,,,,
123,bootstrap-tables,bootstrap-tables,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1095.0,1095.0,5,True,3.0,,,115.0,115.0,,,,,,,,,,,
124,mkdocs-render-swagger-plugin,render_swagger,bharel/mkdocs-render-swagger-plugin,mkdocs-render-swagger-plugin,['plugin'],,integrations,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/mkdocs-render-swagger-plugin,140457.0,140457.0,5,True,3.0,,,,,,,,,,,,,,,
125,mkdocs-alias-plugin,alias,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-alias-plugin,2546.0,2546.0,5,True,3.0,,,40.0,40.0,,,,,,,,,,,
126,unused-files,unused_files,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],,links-refs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-unused-files,8428.0,8428.0,5,True,3.0,,,40.0,40.0,,,,,,,,,,,
127,mkpatcher,,ofek/mkpatcher,mkpatcher,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkpatcher,1172.0,1172.0,5,True,2.0,,,12.0,12.0,,mkpatcher,,,,,,,,,
128,mkdocs-categories-plugin,categories,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-categories-plugin,1505.0,1505.0,5,True,2.0,,,24.0,24.0,,,,,,,,,,,
129,file-filter,file-filter,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,4214.0,4214.0,5,True,2.0,,,18.0,18.0,,,,,,,,,,,
130,mkdocs-pagetree-plugin,pagetree,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-pagetree-plugin,3989.0,3989.0,5,True,2.0,,,39.0,39.0,,,,,,,,,,,
131,mkdocs-code-validator,code-validator,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],,quality,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-code-validator,1250.0,1250.0,5,True,2.0,,,21.0,21.0,,,,,,,,,,,
132,MkDocs-Test,test,fralau/mkdocs-test,mkdocs-test,['plugin'],MIT,quality,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-test,2404.0,2404.0,5,True,2.0,,,,,,,,,,,,,,,
133,mkdocs-task-collector,task-collector,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],,search-toc,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-task-collector,115452.0,115452.0,5,True,2.0,,,5.0,5.0,,,,,,,,,,,
134,mkpdfs,mkpdfs,comwes/mkpdfs-mkdocs-plugin,mkpdfs-mkdocs,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,9.0,https://pypi.org/project/mkpdfs-mkdocs,625.0,625.0,5,True,2.0,,,66.0,66.0,,,,,,,,,,,
135,print-site,print-site,timvink/mkdocs-print-site-plugin,mkdocs-print-site-plugin,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,17.0,https://pypi.org/project/mkdocs-print-site-plugin,163162.0,163162.0,5,True,2.0,,,,,,,,,,,,,,,
136,mkdocs-pandoc,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],,site-conversion,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-pandoc,784.0,784.0,5,True,2.0,,,79.0,79.0,,,,,,,,,,,
137,no-sitemap,no-sitemap,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],,site-management,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-no-sitemap-plugin,2086.0,2086.0,5,True,3.0,,,58.0,58.0,,,,,,,,,,,
138,Mdx Include,,neurobin/mdx_include,mdx-include,['markdown'],,snippets-include,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mdx-include,78698.0,78698.0,5,True,3.0,,,,,,mdx_include,,,,,,,,,
139,CustomMill,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],,theming,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/mkdocs-custommill,329.0,329.0,4,True,3.0,custommill,,24.0,24.0,,,,,,,,,,,
140,GitHub,,g3xx/mkdocs-Github,mkdocs-github,['theme'],,theming,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-github,174.0,174.0,4,True,3.0,github,,13.0,13.0,,,,,,,,,,,
141,mkdocs-typer,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],,api-docs,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-typer,12938.0,12938.0,4,True,3.0,,,,,,mkdocs-typer,,,,,,,,,
142,mkdocstrings-crystal,,mkdocstrings/crystal,mkdocstrings-crystal,,,api-docs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocstrings-crystal,12613.0,12613.0,4,True,3.0,,,,,,,,,,,,,,,
143,mkdocs-material-adr,mkdocs-material-adr/adr,Kl0ven/mkdocs-material-adr,mkdocs-material-adr,['plugin'],,api-docs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-material-adr,3626.0,3626.0,4,True,3.0,,,12.0,12.0,,,,,,,,,,,
144,newsletter,mkdocs-newsletter,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],,blogging,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-newsletter,115.0,115.0,4,True,3.0,,,81.0,81.0,,,,,,,,,,,
145,charts,charts,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-charts-plugin,15945.0,15945.0,4,True,3.0,,,,,,,,,,,,,,,
146,markdownwavedrom,markdownwavedrom,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-wavedrom-plugin,172.0,172.0,4,True,3.0,,,16.0,16.0,,,,,,,,,,,
147,mkdocs-resize-images,resize-images,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-resize-images,513.0,513.0,4,True,3.0,,,13.0,13.0,,,,,,,,,,,
148,svgbob extension for Python Markdown,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],,charts,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-svgbob,1738.0,1738.0,4,True,3.0,,,10.0,10.0,,markdown_svgbob,,,,,,,,,
149,oEmbedPy,oembedpy,attakei/oEmbedPy,oEmbedPy,['plugin'],,charts,,https://oembedpy.readthedocs.io/en/stable/integrations/mkdocs/,,,,,,,,,,,,,MkDocs plugin to render rich contents from URL by oEmbed API.,2.0,https://pypi.org/project/oEmbedPy,977.0,977.0,4,True,3.0,,,17.0,17.0,,,,,,,,,,,
150,nbconvert,nbconvert,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-nbconvert,250.0,250.0,4,True,3.0,,,11.0,11.0,,,,,,,,,,,
151,mkdocs_protobuf,mkdocs_protobuf,rymurr/mkdocs-protobuf,mkdocs-protobuf,['plugin'],Apache-2,code-exec-templating,,{},,,,,,,,,,,,,Mkdocs plugin to render protobuf messages.,2.0,https://pypi.org/project/mkdocs-protobuf,1274.0,1274.0,4,True,3.0,,,,,,,,,,,,,,,
152,Termynal,termynal,termynal/termynal.py,termynal,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/termynal,28065.0,28065.0,4,True,3.0,,,,,,,,,,,,,,,
153,branchcustomization,branchcustomization,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],,git-info,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-branchcustomization-plugin,678.0,678.0,4,True,3.0,,,28.0,28.0,,,,,,,,,,,
154,Github-Links,,Python-Markdown/github-links,mdx-gh-links,['markdown'],,git-info,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mdx-gh-links,10905.0,10905.0,4,True,3.0,,,,,,mdx_gh_links,,,,,,,,,
155,mkdocs-git-latest-changes-plugin,git-latest-changes,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],,git-info,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,3455.0,3455.0,4,True,3.0,,,8.0,8.0,,,,,,,,,,,
156,toggle-sidebar,toggle-sidebar,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,10008.0,10008.0,4,True,3.0,,,,,,,,,,,,,,,
157,mkdocs-link-embeds,link-embeds,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-link-embeds-plugin,341.0,341.0,4,True,3.0,,,11.0,11.0,,,,,,,,,,,
158,mkdocs-ai-summary,ai-summary,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],MIT,html-css,,https://aiboy996.github.io/mkdocs-ai-summary/,,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-ai-summary,42.0,42.0,4,True,3.0,,,4.0,4.0,,,,,,,,,,,
159,MkDocs Backend for Foliant,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],,integrations,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/foliantcontrib.mkdocs,257.0,257.0,4,True,3.0,,,35.0,35.0,,,,,,,,,,,
160,MkDocs asciinema-player,asciinema-player,pa-decarvalho/mkdocs-asciinema-player,mkdocs-asciinema-player,['plugin'],,integrations,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-asciinema-player,1087.0,1087.0,4,True,3.0,,,23.0,23.0,,,,,,,,,,,
161,mkdocs-copy-to-llm,copy-to-llm,leonardocustodio/mkdocs-copy-to-llm,mkdocs-copy-to-llm,['plugin'],,integrations,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-copy-to-llm,1822.0,1822.0,4,True,3.0,,,7.0,7.0,,,,,,,,,,,
162,Autolink References,autolink_references,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,9815.0,9815.0,4,True,3.0,,,,,,,,,,,,,,,
163,ezglossary,ezglossary,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-ezglossary-plugin,9009.0,9009.0,4,True,3.0,,,,,,,,,,,,,,,
164,roamlinks,roamlinks,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-roamlinks-plugin,28910.0,28910.0,4,True,3.0,,,,,,,,,,,,,,,
165,abs-to-rel,abs-to-rel,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,3822.0,3822.0,4,True,3.0,,,38.0,38.0,,,,,,,,,,,
166,Mkdocs-Addresses,mkdocs-addresses,,mkdocs-addresses,['plugin'],,links-refs,,https://gitlab.com/frederic-zinelli/mkdocs-addresses,2023-07-13 16:32:15,2023-07-13 16:32:15.000000,,,0.0,,1.0,,,,,0.0,"Mkdocs plugin, building automatically the appropriate relative paths (to images, links, anchors, ...) using..",,https://pypi.org/project/mkdocs-addresses,324.0,324.0,4,True,3.0,,,,,,,,frederic-zinelli/mkdocs-addresses,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,,,,,
167,Wikilink Plus,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],,links-refs,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mdx-wikilink-plus,12320.0,12320.0,4,True,3.0,,,,,,mdx_wikilink_plus,,,,,,,,,
168,Breakless Lists,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mdx-breakless-lists,40305.0,40305.0,4,True,2.0,,,,,,mdx_breakless_lists,,,,,,,,,
169,Markdown Inline Graphviz,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],,markdown,,{},,,,,,,,,,,,,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,58241.0,58241.0,4,True,2.0,,,,,,markdown_inline_graphviz,,,,,,,,,
170,MarkdownSuperscript,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/MarkdownSuperscript,188.0,188.0,4,True,2.0,,,47.0,47.0,,superscript,,,,,,,,,
171,markdown-emdash,,czue/markdown-emdash,markdown-emdash,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/markdown-emdash,221.0,221.0,4,True,2.0,,,39.0,39.0,,mdx_emdash,,,,,,,,,
172,Markdown PyCon,,pawamoy/markdown-pycon,,['markdown'],ISC,markdown,,{},,,,,,,,,,,,,,,,,,4,True,2.0,,,13.0,13.0,,pycon,,,,,,,,,
173,toc-sidebar,toc-sidebar,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,600.0,600.0,4,True,3.0,,,55.0,55.0,,,,,,,,,,,
174,schema-reader,schema_reader,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],MIT,nav-pages,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-schema-reader,1014.0,1014.0,4,True,3.0,,,,,,,,,,,,,,,
175,mkdocs-title-casing-plugin,title-casing,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-title-casing-plugin,386.0,386.0,4,True,3.0,,,11.0,11.0,,,,,,,,,,,
176,mkdocs-live-edit-plugin,live-edit,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-live-edit-plugin,709.0,709.0,4,True,3.0,,,19.0,19.0,,,,,,,,,,,
