,name,mkdocs_plugin,github_id,pypi_id,labels,license,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,mkdocs_theme,extra_dependencies,dependent_project_count,github_dependent_project_count,watchers_count,markdown_extension,trending,gitlab_id,gitlab_url,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
10,plantuml-markdown,,mikitex70/plantuml-markdown,plantuml-markdown,['markdown'],,charts,,{},,,,,,,,,,,,,,30.0,https://pypi.org/project/plantuml-markdown,757826.0,757826.0,12,True,1.0,,,1837.0,1837.0,,plantuml_markdown,,,,,,,,,
11,gen-files,gen-files,oprypin/mkdocs-gen-files,mkdocs-gen-files,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-gen-files,1098904.0,1098904.0,12,True,1.0,,,4838.0,4838.0,,,,,,,,,,,
12,mkdocs-jupyter,mkdocs-jupyter,danielfrg/mkdocs-jupyter,mkdocs-jupyter,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,39.0,https://pypi.org/project/mkdocs-jupyter,342342.0,342342.0,12,True,1.0,,,5429.0,5429.0,,,,,,,,,,,
13,minify,minify,byrnereese/mkdocs-minify-plugin,mkdocs-minify-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,14.0,https://pypi.org/project/mkdocs-minify-plugin,802780.0,802780.0,12,True,1.0,,,12822.0,12822.0,,,,,,,,,,,
14,mkdocs-redirects,redirects,mkdocs/mkdocs-redirects,mkdocs-redirects,['plugin'],,links-refs,,{},,,,,,,,,,,,,,18.0,https://pypi.org/project/mkdocs-redirects,1296193.0,1296193.0,12,True,1.0,,,8209.0,8209.0,,,,,,,,,,,
15,literate-nav,literate-nav,oprypin/mkdocs-literate-nav,mkdocs-literate-nav,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-literate-nav,892215.0,892215.0,12,True,1.0,,,3890.0,3890.0,,,,,,,,,,,
16,mike,mike,jimporter/mike,mike,['plugin'],,site-management,,{},,,,,,,,,,,,,,9.0,https://pypi.org/project/mike,1128420.0,1128420.0,12,True,1.0,,,7116.0,7116.0,,,,,,,,,,,
17,include-markdown,include-markdown,mondeja/mkdocs-include-markdown-plugin,mkdocs-include-markdown-plugin,['plugin'],,snippets-include,,{},,,,,,,,,,,,,,18.0,https://pypi.org/project/mkdocs-include-markdown-plugin,482366.0,482366.0,12,True,1.0,,,4219.0,4219.0,,,,,,,,,,,
18,mkdocs-click,,mkdocs/mkdocs-click,mkdocs-click,['markdown'],,api-docs,,{},,,,,,,,,,,,,,16.0,https://pypi.org/project/mkdocs-click,1122122.0,1122122.0,11,True,1.0,,,1312.0,1312.0,,mkdocs-click,-10.0,,,,,,,,
19,markdown-exec,markdown-exec,pawamoy/markdown-exec,markdown-exec,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/markdown-exec,1208117.0,1208117.0,11,True,2.0,,{'plugins.markdown-exec.ansi': 'markdown-exec[ansi]'},905.0,905.0,,,,,,,,,,,
20,static-i18n,i18n,ultrabug/mkdocs-static-i18n,mkdocs-static-i18n,['plugin'],,i18n-l10n,,{},,,,,,,,,,,,,,14.0,https://pypi.org/project/mkdocs-static-i18n,460046.0,460046.0,11,True,1.0,,,2812.0,2812.0,,,,,,,,,,,
21,Math extension,,mitya57/python-markdown-math,python-markdown-math,['markdown'],,markdown,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/python-markdown-math,340123.0,340123.0,11,True,1.0,,,4081.0,4081.0,,mdx_math,-10.0,,,,,,,,
22,monorepo,monorepo,backstage/mkdocs-monorepo-plugin,mkdocs-monorepo-plugin,['plugin'],,site-management,,{},,,,,,,,,,,,,,32.0,https://pypi.org/project/mkdocs-monorepo-plugin,1885967.0,1885967.0,11,True,1.0,,,700.0,700.0,,,,,,,,,,,
23,techdocs-core,techdocs-core,backstage/mkdocs-techdocs-core,mkdocs-techdocs-core,['plugin'],,site-management,,{},,,,,,,,,,,,,,51.0,https://pypi.org/project/mkdocs-techdocs-core,658992.0,658992.0,11,True,1.0,,,227.0,227.0,,,,,,,,,,,
24,Markdown-Include,,cmacmackin/markdown-include,markdown-include,['markdown'],,snippets-include,,{},,,,,,,,,,,,,,12.0,https://pypi.org/project/markdown-include,211805.0,211805.0,11,True,2.0,,,8096.0,8096.0,,markdown_include.include,-10.0,,,,,,,,
25,Cinder,,chrissimpkins/cinder,mkdocs-cinder,['theme'],MIT,theming,,{},,,,,,,,,,,,,,23.0,https://pypi.org/project/mkdocs-cinder,5546.0,5546.0,10,True,1.0,cinder,,712.0,712.0,,,,,,,,,,,
26,git-revision-date,git-revision-date,zhaoterryy/mkdocs-git-revision-date-plugin,mkdocs-git-revision-date-plugin,['plugin'],,git-info,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,111783.0,111783.0,10,True,1.0,,,3052.0,3052.0,,,-10.0,,,,,,,,
27,git-authors,git-authors,timvink/mkdocs-git-authors-plugin,mkdocs-git-authors-plugin,['plugin'],,git-info,,{},,,,,,,,,,,,,,17.0,https://pypi.org/project/mkdocs-git-authors-plugin,274377.0,274377.0,10,True,1.0,,,1990.0,1990.0,,,,,,,,,,,
28,git-committers-2,git-committers,ojacques/mkdocs-git-committers-plugin-2,mkdocs-git-committers-plugin-2,['plugin'],,git-info,,{},,,,,,,,,,,,,An MkDocs plugin to create a list of contributors on the page.,19.0,https://pypi.org/project/mkdocs-git-committers-plugin-2,80920.0,80920.0,10,True,1.0,,,1656.0,1656.0,,,,,,,,,,,
29,exclude,exclude,apenwarr/mkdocs-exclude,mkdocs-exclude,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-exclude,234203.0,234203.0,10,True,1.0,,,3234.0,3234.0,,,,,,,,,,,
30,awesome-nav,awesome-nav,lukasgeiter/mkdocs-awesome-nav,mkdocs-awesome-nav,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,12.0,https://pypi.org/project/mkdocs-awesome-nav,1206700.0,1206700.0,10,True,1.0,,,729.0,729.0,,,,,,,,,,,
31,mkdocs-with-pdf,with-pdf,orzih/mkdocs-with-pdf,mkdocs-with-pdf,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-with-pdf,222905.0,222905.0,10,True,1.0,,,938.0,938.0,,,,,,,,,,,
32,Windmill,,gristlabs/mkdocs-windmill,mkdocs-windmill,['theme'],MIT,theming,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/mkdocs-windmill,5845.0,5845.0,9,True,1.0,windmill,,368.0,368.0,,,,,,,,,,,
33,Bootswatch,,mkdocs/mkdocs-bootswatch,mkdocs-bootswatch,['theme'],,theming,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-bootswatch,16585.0,16585.0,9,True,1.0,"['cerulean', 'cosmo', 'cyborg', 'darkly', 'flatly', 'journal', 'litera', 'lumen', 'lux', 'materia', 'minty', 'pulse', 'sandstone', 'simplex', 'slate', 'solar', 'spacelab', 'superhero', 'united', 'yeti']",,1276.0,1276.0,,,,,,,,,,,
34,MkDocsOAD,"['neoteroi.mkdocsoad', 'neoteroi.contribs']",Neoteroi/mkdocs-plugins,neoteroi-mkdocs,"['plugin', 'markdown']",,api-docs,,{},,,,,,,,,,,,,Plugin for MkDocs to generate human readable documentation from OpenAPI Documentation Version 3 (also known as Swagger..,13.0,https://pypi.org/project/neoteroi-mkdocs,127033.0,127033.0,9,True,1.0,,,534.0,534.0,,"['neoteroi.cards', 'neoteroi.timeline', 'neoteroi.projects', 'neoteroi.spantable']",,,,,,,,,
35,panzoom,panzoom,PLAYG0N/mkdocs-panzoom,mkdocs-panzoom-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-panzoom-plugin,1105835.0,1105835.0,9,True,2.0,,,82.0,82.0,,,,,,,,,,,
36,MkDocs Swagger UI Tag,swagger-ui-tag,blueswen/mkdocs-swagger-ui-tag,mkdocs-swagger-ui-tag,['plugin'],,integrations,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-swagger-ui-tag,246907.0,246907.0,9,True,1.0,,,458.0,458.0,,,,,,,,,,,
37,mkdocs-llmstxt,llmstxt,pawamoy/mkdocs-llmstxt,mkdocs-llmstxt,['plugin'],,integrations,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-llmstxt,288262.0,288262.0,9,True,1.0,,,697.0,697.0,,,,,,,,,,,
38,htmlproofer,htmlproofer,manuzhang/mkdocs-htmlproofer-plugin,mkdocs-htmlproofer-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,16.0,https://pypi.org/project/mkdocs-htmlproofer-plugin,70842.0,70842.0,9,True,2.0,,,756.0,756.0,,,,,,,,,,,
39,link-marker,link-marker,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],,links-refs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-link-marker,967026.0,967026.0,9,True,2.0,,,54.0,54.0,,,,,,,,,,,
40,mkdocs-callouts,callouts,sondregronas/mkdocs-callouts,mkdocs-callouts,['plugin'],,markdown,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-callouts,58966.0,58966.0,9,True,1.0,,,1459.0,1459.0,,,,,,,,,,,
41,encryptcontent,encryptcontent,unverbuggt/mkdocs-encryptcontent-plugin,mkdocs-encryptcontent-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-encryptcontent-plugin,15444.0,15444.0,9,True,2.0,,,1276.0,1276.0,,,,,,,,,,,
42,mkdocs-simple-hooks,mkdocs-simple-hooks,aklajnert/mkdocs-simple-hooks,mkdocs-simple-hooks,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-simple-hooks,58332.0,58332.0,9,True,2.0,,,2344.0,2344.0,,,-10.0,,,,,,,,
43,pdf-export,pdf-export,zhaoterryy/mkdocs-pdf-export-plugin,mkdocs-pdf-export-plugin,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,12.0,https://pypi.org/project/mkdocs-pdf-export-plugin,29449.0,29449.0,9,True,1.0,,,1538.0,1538.0,,,,,,,,,,,
44,same-dir,same-dir,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],,site-management,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-same-dir,146360.0,146360.0,9,True,2.0,,,581.0,581.0,,,,,,,,,,,
45,meta-descriptions,meta-descriptions,prcr/mkdocs-meta-descriptions-plugin,mkdocs-meta-descriptions-plugin,['plugin'],,snippets-include,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-meta-descriptions-plugin,17011.0,17011.0,9,True,2.0,,,1283.0,1283.0,,,,,,,,,,,
46,GitBook,,,mkdocs-gitbook,['theme'],,theming,,https://gitlab.com/lramage/mkdocs-gitbook-theme,2018-12-17 18:29:14,2018-12-17 18:29:14.000000,,,15.0,,9.0,10.0,30.0,,,0.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,,https://pypi.org/project/mkdocs-gitbook,21533.0,21533.0,8,True,2.0,gitbook,,,,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,,,,,,
47,Bootstrap,,mkdocs/mkdocs-bootstrap,mkdocs-bootstrap,['theme'],,theming,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-bootstrap,19825.0,19825.0,8,True,2.0,bootstrap,,524.0,524.0,,,,,,,,,,,
48,mkdocstrings-python,,mkdocstrings/python,mkdocstrings-python,,,api-docs,,{},,,,,,,,,,,,,,31.0,https://pypi.org/project/mkdocstrings-python,8441646.0,8441646.0,8,True,2.0,,,,,,,,,,,,,,,
49,mkdocs-api-autonav,api-autonav,tlambert03/mkdocs-api-autonav,mkdocs-api-autonav,['plugin'],,api-docs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-api-autonav,100593.0,100593.0,8,True,2.0,,,330.0,330.0,,,,,,,,,,,
50,mkdocs-blogging-plugin,blogging,liang2kl/mkdocs-blogging-plugin,mkdocs-blogging-plugin,['plugin'],,blogging,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-blogging-plugin,11111.0,11111.0,8,True,1.0,,,322.0,322.0,,,,,,,,,,,
51,kroki,kroki,AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,mkdocs-kroki-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,19.0,https://pypi.org/project/mkdocs-kroki-plugin,68265.0,68265.0,8,True,2.0,,,95.0,95.0,,,,,,,,,,,
52,mkdocs-diagrams,diagrams,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-diagrams,67642.0,67642.0,8,True,2.0,,,87.0,87.0,,,,,,,,,,,
53,mknotebooks,mknotebooks,greenape/mknotebooks,mknotebooks,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,14.0,https://pypi.org/project/mknotebooks,56941.0,56941.0,8,True,2.0,,,808.0,808.0,,,,,,,,,,,
54,meta-manager,meta-manager,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-meta-manager,973819.0,973819.0,8,True,2.0,,,22.0,22.0,,,,,,,,,,,
55,git-committers,git-committers,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],,git-info,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-git-committers-plugin,22509.0,22509.0,8,True,2.0,,,357.0,357.0,,,,,,['mkdocs_plugin'],,,,,
56,enumerate-headings,enumerate-headings,timvink/mkdocs-enumerate-headings-plugin,mkdocs-enumerate-headings-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-enumerate-headings-plugin,29164.0,29164.0,8,True,1.0,,,400.0,400.0,,,,,,,,,,,
57,autolinks,autolinks,zachhannum/mkdocs-autolinks-plugin,mkdocs-autolinks-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-autolinks-plugin,50179.0,50179.0,8,True,2.0,,,740.0,740.0,,,,,,,,,,,
58,mkdocs-open-in-new-tab,open-in-new-tab,JakubAndrysek/mkdocs-open-in-new-tab,mkdocs-open-in-new-tab,['plugin'],,links-refs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-open-in-new-tab,131208.0,131208.0,8,True,2.0,,,743.0,743.0,,,,,,,,,,,
59,markdown-callouts,,oprypin/markdown-callouts,markdown-callouts,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-callouts,89781.0,89781.0,8,True,1.0,,,783.0,783.0,,"['callouts', 'github-callouts']",,,,,,,,,
60,PyMdown Extensions,,facelessuser/pymdown-extensions,pymdown-extensions,['markdown'],,markdown,,{},,,,,,,,,,,,,,56.0,https://pypi.org/project/pymdown-extensions,,,8,True,1.0,,,64032.0,64032.0,,"['pymdownx.arithmatex', 'pymdownx.b64', 'pymdownx.betterem', 'pymdownx.blocks.admonition', 'pymdownx.blocks.definition', 'pymdownx.blocks.details', 'pymdownx.blocks.html', 'pymdownx.blocks.tab', 'pymdownx.caret', 'pymdownx.critic', 'pymdownx.details', 'pymdownx.emoji', 'pymdownx.escapeall', 'pymdownx.extra', 'pymdownx.highlight', 'pymdownx.inlinehilite', 'pymdownx.keys', 'pymdownx.magiclink', 'pymdownx.mark', 'pymdownx.pathconverter', 'pymdownx.progressbar', 'pymdownx.saneheaders', 'pymdownx.smartsymbols', 'pymdownx.snippets', 'pymdownx.striphtml', 'pymdownx.superfences', 'pymdownx.tabbed', 'pymdownx.tasklist', 'pymdownx.tilde']",,,,,,,,,
61,mkdocs-spellcheck,spellcheck,pawamoy/mkdocs-spellcheck,mkdocs-spellcheck,['plugin'],,quality,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-spellcheck,73122.0,73122.0,8,True,1.0,,,89.0,89.0,,,,,,,,,,,
62,mkdocs-multirepo-plugin,multirepo,jdoiro3/mkdocs-multirepo-plugin,mkdocs-multirepo-plugin,['plugin'],,site-management,,{},,,,,,,,,,,,,,17.0,https://pypi.org/project/mkdocs-multirepo-plugin,57431.0,57431.0,8,True,2.0,,,264.0,264.0,,,,,,,,,,,
63,mkdocs-embed-external-markdown,external-markdown,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],MIT,snippets-include,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-embed-external-markdown,7352.0,7352.0,8,True,2.0,,,177.0,177.0,,,,,,,,,,,
64,codeinclude,codeinclude,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],,snippets-include,,{},,,,,,,,,,,,,A plugin to include code snippets into mkdocs pages.,5.0,https://pypi.org/project/mkdocs-codeinclude-plugin,41432.0,41432.0,8,True,2.0,,,205.0,205.0,,,,,,,,,,,
65,MkDocs Img2Fig Plugin,img2fig,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],MIT,charts,https://github.com/stuebersystems/mkdocs-img2fig-plugin,https://github.com/stuebersystems/mkdocs-img2fig-plugin,2019-05-09 09:48:11,2022-04-15 06:05:55.000000,2020-07-14 09:36:02,8.0,6.0,3.0,2.0,1.0,23.0,,,,A MkDocs plugin that converts markdown encoded images into figure elements.,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,3981.0,3981.0,7,True,2.0,,,,,1.0,,,,,,,,,,
66,markdown-katex,,,markdown-katex,['markdown'],,markdown,,https://gitlab.com/mbarkhau/markdown-katex,2019-05-14 07:53:31,2019-05-14 07:53:31.000000,,,4.0,,4.0,13.0,11.0,,,0.0,KaTeX extension for Python Markdown.,,https://pypi.org/project/markdown-katex,14915.0,14915.0,7,True,2.0,,,,,,markdown_katex,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,,,,,,
67,MkDocs Graphviz,,,mkdocs-graphviz,['markdown'],,charts,,https://gitlab.com/rod2ik/mkdocs-graphviz,2021-05-03 14:28:32,2021-05-03 14:28:32.000000,,,1.0,,6.0,5.0,6.0,,,5.0,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",,https://pypi.org/project/mkdocs-graphviz,12876.0,12876.0,7,True,2.0,,,,,,mkdocs_graphviz,1.0,rod2ik/mkdocs-graphviz,https://gitlab.com/rod2ik/mkdocs-graphviz,,,,,,
68,Shadcn,"['shadcn/search', 'shadcn/excalidraw']",asiffer/mkdocs-shadcn,mkdocs-shadcn,"['theme', 'plugin']",,theming,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/mkdocs-shadcn,31885.0,31885.0,7,True,2.0,shadcn,,96.0,96.0,,,,,,,,,,,
69,MkApi,mkapi,daizutabi/mkapi,mkapi,['plugin'],,api-docs,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkapi,7653.0,7653.0,7,True,2.0,,,271.0,271.0,,,,,,,,,,,
70,mkdoxy,mkdoxy,JakubAndrysek/MkDoxy,mkdoxy,['plugin'],,api-docs,,{},,,,,,,,,,,,,,18.0,https://pypi.org/project/mkdoxy,47804.0,47804.0,7,True,2.0,,,75.0,75.0,,,,,,,,,,,
71,Blogs for MkDocs,blog,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],,blogging,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-blog-plugin,4691.0,4691.0,7,True,2.0,,,230.0,230.0,,,,,,['mkdocs_plugin'],,,,,
72,mkdocs_puml,plantuml,MikhailKravets/mkdocs_puml,mkdocs-puml,['plugin'],,charts,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-puml,43772.0,43772.0,7,True,2.0,,,81.0,81.0,,,,,,,,,,,
73,build-plantuml,build_plantuml,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,14.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,34324.0,34324.0,7,True,2.0,,,147.0,147.0,,,,,,,,,,,
74,markdown-captions,,Evidlo/markdown_captions,markdown-captions,['markdown'],,charts,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-captions,22159.0,22159.0,7,True,2.0,,,197.0,197.0,,markdown_captions,,,,,,,,,
75,mkdocs-marimo,marimo,marimo-team/mkdocs-marimo,mkdocs-marimo,['plugin'],Apache-2,code-exec-templating,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/mkdocs-marimo,5850.0,5850.0,7,True,2.0,,,15.0,15.0,,,,,,,,,,,
76,document-dates,document-dates,jaywhj/mkdocs-document-dates,mkdocs-document-dates,['plugin'],,git-info,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-document-dates,18421.0,18421.0,7,True,3.0,,,72.0,72.0,,,,,,,,,,,
77,minify-html,minify_html,monosans/mkdocs-minify-html-plugin,mkdocs-minify-html-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-minify-html-plugin,21726.0,21726.0,7,True,2.0,,,102.0,102.0,,,,,,,,,,,
78,mkdocs-coverage,coverage,pawamoy/mkdocs-coverage,mkdocs-coverage,['plugin'],,integrations,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-coverage,46979.0,46979.0,7,True,2.0,,,378.0,378.0,,,,,,,,,,,
79,autorefs,autorefs,mkdocstrings/autorefs,mkdocs-autorefs,['plugin'],,links-refs,,{},,,,,,,,,,,,,,9.0,https://pypi.org/project/mkdocs-autorefs,6927844.0,6927844.0,7,True,2.0,,,,,,,,,,,,,,,
80,ezlinks,ezlinks,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-ezlinks-plugin,16148.0,16148.0,7,True,2.0,,,183.0,183.0,,,,,,,,,,,
81,mkdocs-nav-weight,mkdocs-nav-weight,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-nav-weight,39367.0,39367.0,7,True,2.0,,,139.0,139.0,,,,,,,,,,,
