,name,mkdocs_plugin,github_id,pypi_id,labels,license,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,mkdocs_theme,extra_dependencies,dependent_project_count,github_dependent_project_count,watchers_count,markdown_extension,trending,gitlab_id,gitlab_url,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
95,mkdocs-d2-plugin,d2,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-d2-plugin,33283.0,33283.0,6,True,2.0,,,38.0,38.0,,,,,,,,,,,
96,Interactive Graph,obsidian-interactive-graph,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,1522.0,1522.0,6,True,2.0,,,53.0,53.0,,,,,,,,,,,
97,markdown-filter,markdown-filter,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-markdown-filter,9083.0,9083.0,6,True,2.0,,,41.0,41.0,,,,,,,,,,,
98,user-defined-values,user-defined-values,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],MIT,code-exec-templating,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-user-defined-values,552.0,552.0,6,True,2.0,,,15.0,15.0,,,,,,,,,,,
99,Entangled,entangled,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-entangled-plugin,13518.0,13518.0,6,True,2.0,,,14.0,14.0,,,,,,,,,,,
100,placeholder,placeholder,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-placeholder-plugin,15207.0,15207.0,6,True,2.0,,,20.0,20.0,,,,,,,,,,,
101,mkdocs-extra-sass-plugin,extra-sass,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-extra-sass-plugin,6088.0,6088.0,6,True,2.0,,,95.0,95.0,,,,,,,,,,,
102,Publisher for MkDocs - social,pub-social,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],,html-css,,{},,,,,,,,,,,,,Social media sharing helper.,4.0,https://pypi.org/project/mkdocs-publisher,5792.0,5792.0,6,True,2.0,,,101.0,101.0,,,,,,,,,,,
103,Publisher for MkDocs - minifier,pub-minifier,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],,html-css,,{},,,,,,,,,,,,,"Size optimization (minification) for HTML, CSS, JS, SVG, PNG and JPEG files.",4.0,https://pypi.org/project/mkdocs-publisher,5792.0,5792.0,6,True,2.0,,,101.0,101.0,,,,,,,,,,,
104,Publisher for MkDocs - obsidian,pub-obsidian,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],,integrations,,{},,,,,,,,,,,,,"Obsidian.md integration including with support for wiki links, callouts, backlinks etc.",4.0,https://pypi.org/project/mkdocs-publisher,5792.0,5792.0,6,True,2.0,,,101.0,101.0,,,,,,,,,,,
105,Mdx Truly Sane Lists,,radude/mdx_truly_sane_lists,mdx-truly-sane-lists,['markdown'],,markdown,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mdx-truly-sane-lists,1172428.0,1172428.0,6,True,2.0,,,,,,mdx_truly_sane_lists,,,,,,,,,
106,YAML metadata,,sivakov512/python-markdown-full-yaml-metadata,markdown-full-yaml-metadata,['markdown'],,markdown,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/markdown-full-yaml-metadata,1582.0,1582.0,6,True,2.0,,,97.0,97.0,,full_yaml_metadata,,,,,,,,,
107,section-index,section-index,oprypin/mkdocs-section-index,mkdocs-section-index,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-section-index,1522585.0,1522585.0,6,True,2.0,,,,,,,,,,,,,,,
108,mkdocs-pagetree-plugin,pagetree,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-pagetree-plugin,8683.0,8683.0,6,True,2.0,,,39.0,39.0,,,,,,,,,,,
109,Publisher for MkDocs - meta,pub-meta,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],,nav-pages,,{},,,,,,,,,,,,,Automatic navigation based on files metadata with URL name and publication status control.,4.0,https://pypi.org/project/mkdocs-publisher,5792.0,5792.0,6,True,2.0,,,101.0,101.0,,,,,,,,,,,
110,localsearch,localsearch,wilhelmer/mkdocs-localsearch,mkdocs-localsearch,['plugin'],,search-toc,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-localsearch,5278.0,5278.0,6,True,1.0,,,108.0,108.0,,,,,,,,,,,
111,mkdocs-exclude-unused-files,exclude-unused-files,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],,site-management,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-exclude-unused-files,10230.0,10230.0,6,True,2.0,,,28.0,28.0,,,,,,,,,,,
112,Publisher for MkDocs - debugger,pub-debugger,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],,site-management,,{},,,,,,,,,,,,,Advanced console and file logger from build and serve process.,4.0,https://pypi.org/project/mkdocs-publisher,5792.0,5792.0,6,True,2.0,,,101.0,101.0,,,,,,,,,,,
113,Markdown Grid Tables,,,markdown-grid-tables,['markdown'],,markdown,,https://gitlab.com/WillDaSilva/markdown_grid_tables,2022-02-09 02:39:55,2022-02-09 02:39:55.000000,,,7.0,,3.0,1.0,1.0,,,0.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,,https://pypi.org/project/markdown-grid-tables,53389.0,53389.0,5,True,2.0,,,,,,markdown_grid_tables,,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,,,,,,
114,SWAN,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],,theming,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-swan,1262.0,1262.0,5,True,2.0,swan,,13.0,13.0,,,,,,,,,,,
115,Simple Blog,,FernandoCelmer/mkdocs-simple-blog,mkdocs-simple-blog,['theme'],,theming,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-simple-blog,1025.0,1025.0,5,True,2.0,simple-blog,,98.0,98.0,,,,,,,,,,,
116,MkAutoDoc,,tomchristie/mkautodoc,mkautodoc,['markdown'],BSD,api-docs,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkautodoc,17388.0,17388.0,5,True,2.0,,,,,,mkautodoc,,,,,,,,,
117,mkdocstrings-shell,,mkdocstrings/shell,,,ISC,api-docs,,{},,,,,,,,,,,,,,,,,,5,True,2.0,,,80.0,80.0,,,,,,,,,,,
118,rss,rss,Guts/mkdocs-rss-plugin,mkdocs-rss-plugin,['plugin'],,blogging,,{},,,,,,,,,,,,,,20.0,https://pypi.org/project/mkdocs-rss-plugin,171480.0,171480.0,5,True,3.0,,,,,,,,,,,,,,,
119,table-reader,table-reader,timvink/mkdocs-table-reader-plugin,mkdocs-table-reader-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,9.0,https://pypi.org/project/mkdocs-table-reader-plugin,167599.0,167599.0,5,True,3.0,,,,,,,,,,,,,,,
120,markdownmermaid,markdownmermaid,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,A MkDocs plugin that support mermaid graph in markdown file.,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,2588.0,2588.0,5,True,3.0,,,138.0,138.0,,,,,,,,,,,
121,mkdocs-data-plugin,data,joapuiib/mkdocs-data-plugin,mkdocs-data-plugin,['plugin'],MIT,code-exec-templating,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-data-plugin,333.0,333.0,5,True,3.0,,,5.0,5.0,,,,,,,,,,,
122,bootstrap-tables,bootstrap-tables,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,1061.0,1061.0,5,True,3.0,,,114.0,114.0,,,,,,,,,,,
123,mkdocs-render-swagger-plugin,render_swagger,bharel/mkdocs-render-swagger-plugin,mkdocs-render-swagger-plugin,['plugin'],,integrations,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/mkdocs-render-swagger-plugin,151667.0,151667.0,5,True,2.0,,,,,,,,,,,,,,,
124,mkdocs-alias-plugin,alias,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-alias-plugin,2871.0,2871.0,5,True,3.0,,,40.0,40.0,,,,,,,,,,,
125,mkpatcher,,ofek/mkpatcher,mkpatcher,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkpatcher,1353.0,1353.0,5,True,2.0,,,12.0,12.0,,mkpatcher,,,,,,,,,
126,Markdown Inline Graphviz,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],,markdown,,{},,,,,,,,,,,,,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,64692.0,64692.0,5,True,2.0,,,,,,markdown_inline_graphviz,,,,,,,,,
127,schema-reader,schema_reader,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],MIT,nav-pages,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-schema-reader,1536.0,1536.0,5,True,2.0,,,,,,,,,,,,,,,
128,mkdocs-categories-plugin,categories,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-categories-plugin,1803.0,1803.0,5,True,2.0,,,24.0,24.0,,,,,,,,,,,
129,file-filter,file-filter,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,4244.0,4244.0,5,True,2.0,,,18.0,18.0,,,,,,,,,,,
130,MkDocs-Test,test,fralau/mkdocs-test,mkdocs-test,['plugin'],MIT,quality,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-test,2634.0,2634.0,5,True,2.0,,,,,,,,,,,,,,,
131,mkdocs-task-collector,task-collector,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],,search-toc,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-task-collector,138871.0,138871.0,5,True,2.0,,,5.0,5.0,,,,,,,,,,,
132,mkpdfs,mkpdfs,comwes/mkpdfs-mkdocs-plugin,mkpdfs-mkdocs,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,9.0,https://pypi.org/project/mkpdfs-mkdocs,679.0,679.0,5,True,2.0,,,66.0,66.0,,,,,,,,,,,
133,print-site,print-site,timvink/mkdocs-print-site-plugin,mkdocs-print-site-plugin,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,17.0,https://pypi.org/project/mkdocs-print-site-plugin,173336.0,173336.0,5,True,2.0,,,,,,,,,,,,,,,
134,mkdocs-pandoc,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],,site-conversion,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-pandoc,709.0,709.0,5,True,2.0,,,78.0,78.0,,,,,,,,,,,
135,no-sitemap,no-sitemap,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],,site-management,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-no-sitemap-plugin,2218.0,2218.0,5,True,3.0,,,58.0,58.0,,,,,,,,,,,
136,Mdx Include,,neurobin/mdx_include,mdx-include,['markdown'],,snippets-include,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mdx-include,85081.0,85081.0,5,True,3.0,,,,,,mdx_include,,,,,,,,,
137,CustomMill,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],,theming,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/mkdocs-custommill,268.0,268.0,4,True,3.0,custommill,,24.0,24.0,,,,,,,,,,,
138,GitHub,,g3xx/mkdocs-Github,mkdocs-github,['theme'],,theming,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-github,164.0,164.0,4,True,3.0,github,,13.0,13.0,,,,,,,,,,,
139,mkdocs-typer,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],,api-docs,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-typer,13719.0,13719.0,4,True,3.0,,,,,,mkdocs-typer,,,,,,,,,
140,mkdocstrings-crystal,,mkdocstrings/crystal,mkdocstrings-crystal,,,api-docs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocstrings-crystal,13716.0,13716.0,4,True,3.0,,,,,,,,,,,,,,,
141,mkdocs-material-adr,mkdocs-material-adr/adr,Kl0ven/mkdocs-material-adr,mkdocs-material-adr,['plugin'],,api-docs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-material-adr,4735.0,4735.0,4,True,3.0,,,12.0,12.0,,,,,,,,,,,
142,newsletter,mkdocs-newsletter,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],,blogging,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-newsletter,129.0,129.0,4,True,3.0,,,81.0,81.0,,,,,,,,,,,
143,charts,charts,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-charts-plugin,18620.0,18620.0,4,True,3.0,,,,,,,,,,,,,,,
144,markdownwavedrom,markdownwavedrom,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-wavedrom-plugin,181.0,181.0,4,True,3.0,,,16.0,16.0,,,,,,,,,,,
145,mkdocs-resize-images,resize-images,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-resize-images,443.0,443.0,4,True,3.0,,,13.0,13.0,,,,,,,,,,,
146,svgbob extension for Python Markdown,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],,charts,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-svgbob,1764.0,1764.0,4,True,3.0,,,10.0,10.0,,markdown_svgbob,,,,,,,,,
147,oEmbedPy,oembedpy,attakei/oEmbedPy,oEmbedPy,['plugin'],,charts,,https://oembedpy.readthedocs.io/en/stable/integrations/mkdocs/,,,,,,,,,,,,,MkDocs plugin to render rich contents from URL by oEmbed API.,2.0,https://pypi.org/project/oEmbedPy,769.0,769.0,4,True,3.0,,,17.0,17.0,,,,,,,,,,,
148,nbconvert,nbconvert,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-nbconvert,264.0,264.0,4,True,3.0,,,11.0,11.0,,,,,,,,,,,
149,mkdocs_protobuf,mkdocs_protobuf,rymurr/mkdocs-protobuf,mkdocs-protobuf,['plugin'],Apache-2,code-exec-templating,,{},,,,,,,,,,,,,Mkdocs plugin to render protobuf messages.,2.0,https://pypi.org/project/mkdocs-protobuf,1215.0,1215.0,4,True,3.0,,,,,,,,,,,,,,,
150,Termynal,termynal,termynal/termynal.py,termynal,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/termynal,26863.0,26863.0,4,True,3.0,,,,,,,,,,,,,,,
151,branchcustomization,branchcustomization,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],,git-info,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-branchcustomization-plugin,635.0,635.0,4,True,3.0,,,28.0,28.0,,,,,,,,,,,
152,Github-Links,,Python-Markdown/github-links,mdx-gh-links,['markdown'],,git-info,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mdx-gh-links,12841.0,12841.0,4,True,3.0,,,,,,mdx_gh_links,,,,,,,,,
153,mkdocs-git-latest-changes-plugin,git-latest-changes,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],,git-info,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,7705.0,7705.0,4,True,3.0,,,8.0,8.0,,,,,,,,,,,
154,toggle-sidebar,toggle-sidebar,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,10563.0,10563.0,4,True,3.0,,,,,,,,,,,,,,,
155,mkdocs-link-embeds,link-embeds,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-link-embeds-plugin,389.0,389.0,4,True,3.0,,,11.0,11.0,,,,,,,,,,,
156,mkdocs-ai-summary,ai-summary,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],MIT,html-css,,https://aiboy996.github.io/mkdocs-ai-summary/,,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-ai-summary,43.0,43.0,4,True,3.0,,,4.0,4.0,,,,,,,,,,,
157,MkDocs Backend for Foliant,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],,integrations,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/foliantcontrib.mkdocs,283.0,283.0,4,True,3.0,,,35.0,35.0,,,,,,,,,,,
158,MkDocs asciinema-player,asciinema-player,pa-decarvalho/mkdocs-asciinema-player,mkdocs-asciinema-player,['plugin'],,integrations,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-asciinema-player,1026.0,1026.0,4,True,3.0,,,23.0,23.0,,,,,,,,,,,
159,mkdocs-copy-to-llm,copy-to-llm,leonardocustodio/mkdocs-copy-to-llm,mkdocs-copy-to-llm,['plugin'],,integrations,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-copy-to-llm,2335.0,2335.0,4,True,3.0,,,7.0,7.0,,,,,,,,,,,
160,Autolink References,autolink_references,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,10285.0,10285.0,4,True,3.0,,,,,,,,,,,,,,,
161,ezglossary,ezglossary,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-ezglossary-plugin,9939.0,9939.0,4,True,3.0,,,,,,,,,,,,,,,
162,roamlinks,roamlinks,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-roamlinks-plugin,30582.0,30582.0,4,True,3.0,,,,,,,,,,,,,,,
163,abs-to-rel,abs-to-rel,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,4055.0,4055.0,4,True,3.0,,,38.0,38.0,,,,,,,,,,,
164,Mkdocs-Addresses,mkdocs-addresses,,mkdocs-addresses,['plugin'],,links-refs,,https://gitlab.com/frederic-zinelli/mkdocs-addresses,2023-07-13 16:32:15,2023-07-13 16:32:15.000000,,,0.0,,1.0,,,,,0.0,"Mkdocs plugin, building automatically the appropriate relative paths (to images, links, anchors, ...) using..",,https://pypi.org/project/mkdocs-addresses,296.0,296.0,4,True,3.0,,,,,,,,frederic-zinelli/mkdocs-addresses,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,,,,,
165,Wikilink Plus,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],,links-refs,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mdx-wikilink-plus,13291.0,13291.0,4,True,3.0,,,,,,mdx_wikilink_plus,,,,,,,,,
166,Breakless Lists,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mdx-breakless-lists,40921.0,40921.0,4,True,2.0,,,,,,mdx_breakless_lists,,,,,,,,,
167,MarkdownSuperscript,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/MarkdownSuperscript,191.0,191.0,4,True,2.0,,,47.0,47.0,,superscript,,,,,,,,,
168,markdown-emdash,,czue/markdown-emdash,markdown-emdash,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/markdown-emdash,223.0,223.0,4,True,2.0,,,39.0,39.0,,mdx_emdash,,,,,,,,,
169,Markdown PyCon,,pawamoy/markdown-pycon,,['markdown'],ISC,markdown,,{},,,,,,,,,,,,,,,,,,4,True,2.0,,,13.0,13.0,,pycon,,,,,,,,,
170,toc-sidebar,toc-sidebar,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,482.0,482.0,4,True,3.0,,,55.0,55.0,,,,,,,,,,,
171,mkdocs-title-casing-plugin,title-casing,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-title-casing-plugin,471.0,471.0,4,True,3.0,,,11.0,11.0,,,,,,,,,,,
172,mkdocs-live-edit-plugin,live-edit,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-live-edit-plugin,861.0,861.0,4,True,3.0,,,19.0,19.0,,,,,,,,,,,
173,include directory to navigation,include_dir_to_nav,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,45991.0,45991.0,4,True,3.0,,,,,,,,,,,,,,,
174,mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,1056.0,1056.0,4,True,3.0,,,13.0,13.0,,,,,,,,,,,
175,mkdocs-code-validator,code-validator,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],,quality,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-code-validator,993.0,993.0,4,True,2.0,,,21.0,21.0,,,,,,,,,,,
176,Link Checker,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],,quality,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-linkcheck,25604.0,25604.0,4,True,2.0,,,,,,,,,,,,,,,
177,mktestdocs,,koaning/mktestdocs,mktestdocs,[],,quality,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mktestdocs,55031.0,55031.0,4,True,2.0,,,,,,,,,,,,,,,
178,exclude-search,exclude-search,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],,search-toc,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-exclude-search,39601.0,39601.0,4,True,3.0,,,,,,,,,,,,,,,
179,pdf-with-js,pdf-with-js,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,1042.0,1042.0,4,True,3.0,,,13.0,13.0,,,,,,,,,,,
180,markdown-docs,,ldeluigi/markdown-docs,,['project'],,site-management,,{},,2026-09-01 12:55:33.600441,,,,,,,,,,,Generates documentation based on Markdown files and PlantUML syntax.,6.0,,,,4,True,3.0,,,112.0,112.0,,,,,,,deloo/markdown-docs,https://hub.docker.com/r/deloo/markdown-docs,2026-09-01 12:55:33.600441,50209.0,
181,MkDocs Merge,,ovasquez/mkdocs-merge,mkdocs-merge,[],,site-management,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-merge,2828.0,2828.0,4,True,3.0,,,9.0,9.0,,,,,,,,,,,
182,snippet,snippet,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],,snippets-include,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-snippet-plugin,823.0,823.0,4,True,3.0,,,23.0,23.0,,,,,,,,,,,
183,git snippet,gitsnippet,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],,snippets-include,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,579.0,579.0,4,True,3.0,,,14.0,14.0,,,,,,,,,,,
184,Cluster,,,mkdocs-cluster,['theme'],,theming,,https://gitlab.com/kaliko/mkdocs-cluster,2016-06-02 15:03:33,2016-06-02 15:03:33.000000,,,2.0,,,1.0,6.0,,,0.0,Another bootstrap theme for MkDocs.,,https://pypi.org/project/mkdocs-cluster,316.0,316.0,3,True,3.0,cluster,,,,,,,kaliko/mkdocs-cluster,https://gitlab.com/kaliko/mkdocs-cluster,,,,,,
185,KPN for MkDocs,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],,theming,,{},,,,,,,,,,,,,,9.0,https://pypi.org/project/mkdocs-kpn,503.0,503.0,3,True,3.0,kpn,,8.0,8.0,,,,,,,,,,,
186,Moonstone,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],,theming,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-moonstone,126.0,126.0,3,True,3.0,moonstone,,18.0,18.0,,,,,,,,,,,
187,inari,inari,tkamenoko/inari,inari,['plugin'],,api-docs,,{},,,,,,,,,,,,,,,https://pypi.org/project/inari,154.0,154.0,3,True,3.0,,,9.0,9.0,,,,,,,,,,,
188,mkdocstrings-vba,,mkdocstrings/vba,mkdocstrings-vba,,,api-docs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocstrings-vba,306.0,306.0,3,True,3.0,,,3.0,3.0,,,,,,,,,,,
189,plotly charts,plotly,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-plotly-plugin,2912.0,2912.0,3,True,3.0,,,,,,,,,,,,,,,
