,name,mkdocs_plugin,github_id,pypi_id,labels,license,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,mkdocs_theme,extra_dependencies,dependent_project_count,github_dependent_project_count,watchers_count,markdown_extension,trending,gitlab_id,gitlab_url,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
190,mkdocs-bpmn-js,bpmn-js,madebyherzblut/mkdocs-bpmn-js,mkdocs-bpmn-js,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-bpmn-js,1232.0,1232.0,3,True,3.0,,,1.0,1.0,,,,,,,,,,,
191,mkdocs-markmap,markmap,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-markmap,2003.0,2003.0,3,True,3.0,,,,,,,,,,,,,,,
192,mkdocs-jupyterlite,jupyterlite,NickCrews/mkdocs-jupyterlite,mkdocs-jupyterlite,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-jupyterlite,3497.0,3497.0,3,True,3.0,,,,,,,,,,,,,,,
193,codeyaml,codeyaml,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],MIT,code-exec-templating,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-codeyaml-plugin,59.0,59.0,3,True,3.0,,,2.0,2.0,,,,,,,,,,,
194,mkdocs_safe_text,mkdocs_safe_text,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,480.0,480.0,3,True,3.0,,,10.0,10.0,,,,,,,,,,,
195,add-number,add-number,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-add-number-plugin,,,3,True,3.0,,,54.0,54.0,,,,,,,,,,,
196,MkDocs Pygments,pygments,pawamoy/mkdocs-pygments,,['plugin'],ISC,html-css,,{},,,,,,,,,,,,,,,,,,3,True,3.0,,,7.0,7.0,,,,,,,,,,,
197,tooltipster-links,tooltipster-links,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,103.0,103.0,3,True,3.0,,,31.0,31.0,,,,,,,,,,,
198,unused-files,unused_files,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],,links-refs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-unused-files,8754.0,8754.0,3,True,3.0,,,,,,,,,,,,,,,
199,markdown-callouts,,oprypin/markdown-callouts,markdown-callouts,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-callouts,,,3,True,3.0,,,777.0,777.0,,"['callouts', 'github-callouts']",,,,,,,,,
200,KBD Extension,,RickTalken/kbdextension,kbdextension,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/kbdextension,94.0,94.0,3,True,3.0,,,12.0,12.0,,kbdextension,,,,,,,,,
201,caption,,flywire/caption,,['markdown'],,markdown,,{},,,,,,,,,,,,,,4.0,,,,3,True,3.0,,,73.0,73.0,,"['caption', 'image_captions', 'table_captions']",,,,,,,,,
202,mkdocs-nav-enhancements,mkdocs-nav-enhancements,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-nav-enhancements,4949.0,4949.0,3,True,3.0,,,,,,,,,,,,,,,
203,mkdocs-gallery,gallery,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-gallery,5276.0,5276.0,3,True,3.0,,,,,,,,,,,,,,,
204,vim-md-tags,vim-md-tags,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,76.0,76.0,3,True,3.0,,,12.0,12.0,,,,,,,,,,,
205,multirepo,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],,site-management,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-multirepo,463.0,463.0,3,True,3.0,,,3.0,3.0,,,,,,,,,,,
206,mkdocs-auto-refresh-build-pages,auto-refresh-build-pages,JakubAndrysek/mkdocs-auto-refresh-build-pages,mkdocs-auto-refresh-build-pages,['plugin'],,site-management,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-auto-refresh-build-pages,281.0,281.0,3,True,3.0,,,7.0,7.0,,,,,,,,,,,
207,MkHack3rs,,,,['project'],,charts,,https://eskool.gitlab.io/mkhack3rs/,2021-05-01 11:44:57,2021-05-01 11:44:57.000000,,,1.0,,,,4.0,,,0.0,Hacks & Integrations for Mkdocs / Material Theme.,,,,,2,True,3.0,,,,,,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,,,,,,
208,Windmill Dark,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],,theming,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,576.0,576.0,2,True,3.0,windmill-dark,,,,,,,,,,,,,,
209,mkdocs-theme-topdf,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],,theming,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-theme-topdf,68.0,68.0,2,True,3.0,topdf,,4.0,4.0,,,,,,,,,,,
210,Bootstrap 4,"['bootstrap4-blockquotes', 'bootstrap4-tables']",LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],,theming,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,248.0,248.0,2,True,3.0,bootstrap4,,,,,,,,,['mkdocs_theme'],,,,,
211,Ivory,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],,theming,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-ivory,1927.0,1927.0,2,True,3.0,ivory,,,,,,,,,,,,,,
212,Zettelkasten,['zettelkasten'],buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],,theming,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-zettelkasten,109.0,109.0,2,True,3.0,zettelkasten,,6.0,6.0,,,,,,,,,,,
213,Alabaster,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],,theming,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-alabaster,583.0,583.0,2,True,3.0,alabaster,,,,,,,,,,,,,,
214,Risonia,"['risonia/color-theme', 'risonia/w3css-classes']",unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],,theming,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-risonia-theme,63.0,63.0,2,True,3.0,risonia,,4.0,4.0,,,,,,,,,,,
215,Lantana,,WSOFT-Project/lantana,lantana,['theme'],,theming,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/lantana,114.0,114.0,2,True,3.0,lantana,,8.0,8.0,,,,,,,,,,,
216,Torillic,,TEParsons/torillic,mkdocs-torillic,['theme'],,theming,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-torillic,469.0,469.0,2,True,3.0,torillic,,,,,,,,,,,,,,
217,Landing,,TEParsons/mkdocs-landing,mkdocs-landing,['theme'],,theming,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-landing,88.0,88.0,2,True,3.0,landing,,8.0,8.0,,,,,,,,,,,
218,mkdocs-curriculum-vitae,,Paul-Riviere/mkdocs-curriculum-vitae,mkdocs-curriculum-vitae,['theme'],,theming,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-curriculum-vitae,118.0,118.0,2,True,3.0,curriculum-vitae,,3.0,3.0,,,,,,,,,,,
219,automacdoc,,AlexandreKempf/automacdoc,automacdoc,[],,api-docs,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/automacdoc,473.0,473.0,2,True,3.0,,,,,,,,,,,,,,,
220,mktheapidocs,mktheapidocs,greenape/mktheapidocs,mktheapidocs,['plugin'],,api-docs,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mktheapidocs,923.0,923.0,2,True,3.0,,,,,,,,,,,,,,,
221,mkdocstrings-matlab,,watermarkhu/mkdocstrings-matlab,mkdocstrings-matlab,,,api-docs,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocstrings-matlab,1027.0,1027.0,2,True,3.0,,,2.0,2.0,,,,,,,,,,,
222,mkdocs-pipeline-visualizer,pipeline-visualizer,obegron/mkdocs-pipeline-visualizer,mkdocs-pipeline-visualizer,['plugin'],,api-docs,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-pipeline-visualizer,51.0,51.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
223,ansible-document,,,ansible-mkdocs,[],,api-docs,,https://pypi.org/project/ansible-mkdocs/,,,,,,,,,,,,,Auto-generate ansible role documentation.,,https://pypi.org/project/ansible-mkdocs,28.0,28.0,2,True,3.0,,,,,,,,,,,,,,,
224,mkdocs-apidescribed-plugin,apidescribed,idlesign/mkdocs-apidescribed-plugin,mkdocs-apidescribed-plugin,['plugin'],,api-docs,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-apidescribed-plugin,167.0,167.0,2,True,3.0,,,,,,,,,,,,,,,
225,docutools,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",axiros/docutools,docutools,['plugin'],,charts,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/docutools,281.0,281.0,2,True,3.0,,,,,,,,,,,,,,,
226,markdown-figcap,,funk1d/markdown-figcap,markdown-figcap,['markdown'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/markdown-figcap,91.0,91.0,2,True,3.0,,,7.0,7.0,,markdown_figcap,,,,,,,,,
227,Termage,termage,bczsalba/Termage,Termage,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/Termage,48.0,48.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
228,import-statement,import-statement,Rj40x40/mkdocs-import-statement-plugin,mkdocs-import-statement-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-import-statement-plugin,114.0,114.0,2,True,3.0,,,4.0,4.0,,,,,,,,,,,
229,inline-svg,inline-svg,rajguru7/mkdocs-plugin-inline-svg-mod,mkdocs-plugin-inline-svg-mod,['plugin'],,charts,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-plugin-inline-svg-mod,35.0,35.0,2,True,3.0,,,7.0,7.0,,,,,,,,,,,
230,pico-8,pico-8,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/pico8-mkdocs-plugin,63.0,63.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
231,badges,badges,six-two/mkdocs-badges,mkdocs-badges,['plugin'],,charts,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-badges,2066.0,2066.0,2,True,3.0,,,,,,,,,,,,,,,
232,mkdocs-matplotlib,mkdocs_matplotlib,AnH0ang/mkdocs-matplotlib,mkdocs-matplotlib,['plugin'],,charts,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-matplotlib,2151.0,2151.0,2,True,3.0,,,,,,,,,,,,,,,
233,pheasant,pheasant,daizutabi/pheasant,pheasant,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/pheasant,325.0,325.0,2,True,3.0,,,,,,,,,,,,,,,
234,mkjsfiddle,jsfiddle,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkjsfiddle,64.0,64.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
235,recently-updated,recently-updated,jaywhj/mkdocs-recently-updated-docs,mkdocs-recently-updated-docs,['plugin'],,git-info,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-recently-updated-docs,724.0,724.0,2,True,3.0,,,,,,,,,,,,,,,
236,git-latest-release,git-latest-release,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],,git-info,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,540.0,540.0,2,True,3.0,,,,,,,,,,,,,,,
237,Mkdocs translations plugin,translations,,mkdocs-translations,['plugin'],,i18n-l10n,,https://pypi.org/project/mkdocs-translations/,,,,,,,,,,,,,Internationalization plugin for mkdocs.,,https://pypi.org/project/mkdocs-translations,60.0,60.0,2,True,3.0,,,,,,,,,,,,,,,
238,ArgRef,argref,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-argref-plugin,658.0,658.0,2,True,3.0,,,,,,,,,,,,,,,
239,MkDocs Backlinks Section Plugin,backlinks_section,six-two/mkdocs-backlinks-section-plugin,mkdocs-backlinks-section-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-backlinks-section-plugin,3599.0,3599.0,2,True,3.0,,,,,,,,,,,,,,,
240,Tweetable quotes,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/markdown-tweetable,50.0,50.0,2,True,3.0,,,5.0,5.0,,tweetable.extension,,,,,,,,,
241,markdown-del-ins,,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-del-ins,2144.0,2144.0,2,True,3.0,,,,,,markdown_del_ins,,,,,,,,,
242,markdown_sub_sup,,alberic89/markdown_sub_sup,markdown-sub-sup,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/markdown-sub-sup,570.0,570.0,2,True,3.0,,,,,,markdown_sub_sup,,,,,,,,,
243,Markdown Checklist,,FND/markdown-checklist,markdown-checklist,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-checklist,4413.0,4413.0,2,True,3.0,,,,,,markdown_checklist.extension,,,,,,,,,
244,select-files,select-files,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],,nav-pages,,{},,,,,,,,,,,,,Filter pages for assignments.,,https://pypi.org/project/mkdocs-select-files,65.0,65.0,2,True,3.0,,,9.0,9.0,,,,,,,,,,,
245,SWAN Gallery,swangallery,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-swangallery,83.0,83.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
246,mkdocs-navsorted-plugin,navsorted,idlesign/mkdocs-navsorted-plugin,mkdocs-navsorted-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,mkdocs plugin to get nav sorted without yml directives.,,https://pypi.org/project/mkdocs-navsorted-plugin,174.0,174.0,2,True,3.0,,,,,,,,,,,,,,,
247,tags,tags,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],,search-toc,,{},,,,,,,,,,,,,Processes tags in yaml metadata.,3.0,https://pypi.org/project/mkdocs-plugin-tags,504.0,504.0,2,True,3.0,,,,,,,,,,,,,,,
248,extract listings,extract_listings,six-two/mkdocs-extract-listings-plugin,mkdocs-extract-listings-plugin,['plugin'],,search-toc,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-extract-listings-plugin,693.0,693.0,2,True,3.0,,,,,,,,,,,,,,,
249,mk2pdf-export,mk2pdf-export,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,49.0,49.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
250,progress,progress,rdilweb/mkdocs-plugin-progress,,['plugin'],,site-management,,{},,,,,,,,,,,,,,4.0,,,,2,True,3.0,,,42.0,42.0,,,,,,,,,,,
251,mkdocs-yamp,yamp,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],,site-management,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-yamp,158.0,158.0,2,True,3.0,,,7.0,7.0,,,,,,,,,,,
252,mkdocs-required-frontmatter-plugin,required-frontmatter,unmc-vcr/mkdocs-required-frontmatter-plugin,mkdocs-required-frontmatter-plugin,['plugin'],,site-management,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-required-frontmatter-plugin,307.0,307.0,2,True,3.0,,,2.0,2.0,,,,,,,,,,,
253,mkdocs-yaarg-plugin,yaarg,g6123/mkdocs-yaarg-plugin,mkdocs-yaarg-plugin,['plugin'],,api-docs,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-yaarg-plugin,59.0,59.0,1,True,3.0,,,2.0,2.0,,,,,,,,,,,
254,mkdocs-typedoc,typedoc,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],,api-docs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-typedoc,611.0,611.0,1,True,3.0,,,,,,,,,,,,,,,
255,mkdocs-azure-pipelines,mkdocs-azure-pipelines,Wesztman/mkdocs-azure-pipelines,mkdocs-azure-pipelines,['plugin'],,api-docs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-azure-pipelines,56.0,56.0,1,True,3.0,,,2.0,2.0,,,,,,,,,,,
256,image-formatter-plugin,image-formatter,ASypula/mkdocs-image-formatter-plugin,mkdocs-image-formatter-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-image-formatter-plugin,30.0,30.0,1,True,3.0,,,2.0,2.0,,,,,,,,,,,
257,thumbnails,thumbnails,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-thumbnails,94.0,94.0,1,True,3.0,,,,,,,,,,,,,,,
258,Github Releaase Changelog,mkdocs_github_changelog,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],,git-info,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-github-changelog,742.0,742.0,1,True,3.0,,,,,,,,,,,,,,,
259,mkdocs-add-teaser,mkdocs-add-teaser,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],,html-css,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-add-teaser,,,1,True,3.0,,,8.0,8.0,,,,,,,,,,,
260,mk-append-to-head,mk-append-to-head,marcelaodev/mk-append-to-head,mk-append-to-head,['plugin'],,html-css,,{},,,,,,,,,,,,,,,https://pypi.org/project/mk-append-to-head,31.0,31.0,1,True,3.0,,,,,,,,,,,,,,,
261,mkdocs-mdpo,mdpo,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],,i18n-l10n,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,132.0,132.0,1,True,3.0,,,,,,,,,,,,,,,
262,MkDocs Dependency License Information,mkdocs_licenseinfo,djpugh/mkdocs_licenseinfo,mkdocs-licenseinfo,['plugin'],,integrations,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-licenseinfo,378.0,378.0,1,True,3.0,,,,,,,,,,,,,,,
263,Vercel Password Protection,vercel_pw,six-two/mkdocs-vercel-pw-plugin,mkdocs-vercel-pw-plugin,['plugin'],,integrations,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-vercel-pw-plugin,33.0,33.0,1,True,3.0,,,,,,,,,,,,,,,
264,mkdocs-mcp,mcp,ubaumann/mkdocs-mcp,mkdocs-mcp,['plugin'],,integrations,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-mcp,80.0,80.0,1,True,3.0,,,,,,,,,,,,,,,
265,webcontext,webcontext,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,119.0,119.0,1,True,3.0,,,6.0,6.0,,,,,,,,,,,
266,mkdocs-issues-plugin,mkdocs-issues-plugin,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-issues-plugin,51.0,51.0,1,True,3.0,,,1.0,1.0,,,,,,,,,,,
267,HEARTBEATS Flavored Markdown,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/hbfm,356.0,356.0,1,True,3.0,,,,,,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,,,
268,python-asciimathml,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],,markdown,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/asciimathml,51.0,51.0,1,True,3.0,,,,,,mdx_asciimathml,,,,,,,,,
269,Django Static Image,,,markdown-djangostaticimage,['markdown'],,markdown,,https://pypi.org/project/markdown-djangostaticimage/,,,,,,,,,,,,,,,https://pypi.org/project/markdown-djangostaticimage,23.0,23.0,1,True,3.0,,,,,,django_static_image,1.0,,,,,,,,melvinkcx/markdown-extension-django-static-image
270,markdown-icons,,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],,markdown,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/markdown-iconfonts,56.0,56.0,1,True,3.0,,,,,,iconfonts,,,,,,,,,
271,Semantic Data Extension,,aleray/mdx_semanticdata,mdx-semanticdata,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mdx-semanticdata,22.0,22.0,1,True,3.0,,,,,,mdx_semanticdata,,,,,,,,,
272,Semantic WikiLinks Extension,,aleray/mdx_semanticwikilinks,mdx-semanticwikilinks,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mdx-semanticwikilinks,21.0,21.0,1,True,3.0,,,,,,mdx_semanticwikilinks,,,,,,,,,
273,Cite Extension,,aleray/mdx_cite,mdx-cite,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mdx-cite,22.0,22.0,1,True,3.0,,,,,,mdx_cite,,,,,,,,,
274,pagenav-generator,pagenav-generator,Andre601/mkdocs-pagenav-generator,,['plugin'],MIT,nav-pages,,{},,,,,,,,,,,,,,2.0,,,,1,True,3.0,,,,,,,,,,,,,,,
275,MkRefs,mkrefs,DerwenAI/mkrefs,mkrefs,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkrefs,96.0,96.0,1,True,3.0,,,5.0,5.0,,,,,,,,,,,
276,MkDocs Remove Sections Plugin,remove_sections,six-two/mkdocs-remove-sections-plugin,mkdocs-remove-sections-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-remove-sections-plugin,36.0,36.0,1,True,3.0,,,,,,,,,,,,,,,
277,authors,authors,thomaszwagerman/mkdocs-authors-plugin,mkdocs-authors-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-authors-plugin,36.0,36.0,1,True,3.0,,,,,,,,,,,,,,,
278,mkdocs-codecheck,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],,quality,,{},,,,,,,,,,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",6.0,https://pypi.org/project/mkdocs-codecheck,24.0,24.0,1,True,3.0,,,,,,,,,,,,,,,
279,helm,helm-repo,M00nF1sh/mkdocs-helm,mkdocs-helm,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-helm,87.0,87.0,1,True,3.0,,,,,,,,,,,,,,,
280,mkdocs-autozip,autozip,martinohanlon/mkdocs_autozip,mkdocs-autozip,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-autozip,118.0,118.0,1,True,3.0,,,,,,,,,,,,,,,
281,mkdocs-zip-folders,zip_folders,JakubAndrysek/mkdocs-zip-folders,mkdocs-zip-folders,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-zip-folders,237.0,237.0,1,True,3.0,,,,,,,,,,,,,,,
282,multiple,multiple,experimaestro/mkdocs-multiple,mkdocs-multiple,['plugin'],,site-management,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-multiple,495.0,495.0,1,True,3.0,,,,,,,,,,,,,,,
283,mkdocs-new-features-notifier,mkdocs-new-features-notifier,kevin-411/mkdocs-new-features-notifier,mkdocs-new-features-notifier,['plugin'],,site-management,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-new-features-notifier,680.0,680.0,1,True,3.0,,,,,,,,,,,,,,,
284,octadocs-adr,octadocs_adr,octadocs/octadocs-adr,octadocs-adr,['plugin'],,site-management,,{},,,,,,,,,,,,,,,https://pypi.org/project/octadocs-adr,54.0,54.0,1,True,3.0,,,,,,,,,,,,,,,
285,mkdocs-exclude-tagged-files,mkdocs_exclude_tagged_files,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],,site-management,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,143.0,143.0,1,True,3.0,,,4.0,4.0,,,,,,,,,,,
286,mkdocs-note,mkdocs-note,virtualguard101/mkdocs-note,mkdocs-note,['plugin'],,site-management,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-note,796.0,796.0,1,True,3.0,,,,,,,,,,,,,,,
287,docSkimmer,,hfagerlund/mkdocs-docskimmer,,['theme'],,theming,,{},,,,,,,,,,,,,,,,,,0,True,,docskimmer,,,,,,,,,,,,,,
288,doxygen,doxygen,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],,api-docs,,{},,,,,,,,,,,,,,3.0,,,,0,True,,,,,,,,,,,,,,,,
289,blog,blog,andyoakley/mkdocs-blog,,['plugin'],,blogging,,{},,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,
290,python-mkblog,mkblog,derJD/python-mkblog,mkblog,['plugin'],,blogging,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkblog,74.0,74.0,0,True,,,,,,,,,,,,,,,,
291,sequence-js,sequence-js,fcannizzaro/mkdocs-sequence-js-plugin,,['plugin'],,charts,,{},,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,
292,Markdown aafigure,,mbarkhau/markdown-aafigure,markdown-aafigure,['markdown'],,charts,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-aafigure,113.0,113.0,0,True,,,,,,,markdown_aafigure,,,,,,,,,
