,name,markdown_extension,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,mkdocs_plugin,license,trending,extra_dependencies,mkdocs_theme,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
156,mkdocs-copy-to-llm,,leonardocustodio/mkdocs-copy-to-llm,mkdocs-copy-to-llm,['plugin'],integrations,{},6.0,6.0,4.0,https://pypi.org/project/mkdocs-copy-to-llm,2193.0,2193.0,,4,True,3.0,copy-to-llm,,,,,,,,,,,,,,,,,,,
157,Autolink References,,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,{},,,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,10714.0,10714.0,,4,True,3.0,autolink_references,,,,,,,,,,,,,,,,,,,
158,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,{},,,6.0,https://pypi.org/project/mkdocs-ezglossary-plugin,10140.0,10140.0,,4,True,3.0,ezglossary,,,,,,,,,,,,,,,,,,,
159,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,{},,,10.0,https://pypi.org/project/mkdocs-roamlinks-plugin,32164.0,32164.0,,4,True,3.0,roamlinks,,,,,,,,,,,,,,,,,,,
160,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,{},38.0,38.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,4703.0,4703.0,,4,True,3.0,abs-to-rel,,,,,,,,,,,,,,,,,,,
161,Mkdocs-Addresses,,,mkdocs-addresses,['plugin'],links-refs,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,,,https://pypi.org/project/mkdocs-addresses,151.0,151.0,"Mkdocs plugin, building automatically the appropriate relative paths (to images, links, anchors, ...) using..",4,True,3.0,mkdocs-addresses,,,,,frederic-zinelli/mkdocs-addresses,https://gitlab.com/frederic-zinelli/mkdocs-addresses,2023-07-13 16:32:15,0.0,1.0,,,0.0,2023-07-13 16:32:15.000000,,,,,,
162,Wikilink Plus,mdx_wikilink_plus,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,{},,,5.0,https://pypi.org/project/mdx-wikilink-plus,14001.0,14001.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,,
163,unused-files,,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],links-refs,{},40.0,40.0,2.0,https://pypi.org/project/mkdocs-unused-files,7670.0,7670.0,,4,True,3.0,unused_files,,,,,,,,,,,,,,,,,,,
164,Breakless Lists,mdx_breakless_lists,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,{},,,,https://pypi.org/project/mdx-breakless-lists,36196.0,36196.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
165,MarkdownSuperscript,superscript,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,{},47.0,47.0,2.0,https://pypi.org/project/MarkdownSuperscript,298.0,298.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
166,MarkdownSubscript,subscript,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,{},59.0,59.0,2.0,https://pypi.org/project/MarkdownSubscript,209.0,209.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
167,markdown-emdash,mdx_emdash,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,{},39.0,39.0,,https://pypi.org/project/markdown-emdash,586.0,586.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
168,Markdown PyCon,pycon,pawamoy/markdown-pycon,,['markdown'],markdown,{},11.0,11.0,,,,,,4,True,2.0,,ISC,,,,,,,,,,,,,,,,,,
169,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,{},54.0,54.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,509.0,509.0,,4,True,3.0,toc-sidebar,,,,,,,,,,,,,,,,,,,
170,mkdocs-title-casing-plugin,,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,{},11.0,11.0,,https://pypi.org/project/mkdocs-title-casing-plugin,662.0,662.0,,4,True,3.0,title-casing,,,,,,,,,,,,,,,,,,,
171,mkdocs-gallery,,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],nav-pages,{},,,10.0,https://pypi.org/project/mkdocs-gallery,8137.0,8137.0,,4,True,3.0,gallery,,,,,,,,,,,,,,,,,,,
172,mkdocs-live-edit-plugin,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,{},18.0,18.0,6.0,https://pypi.org/project/mkdocs-live-edit-plugin,871.0,871.0,,4,True,3.0,live-edit,,,,,,,,,,,,,,,,,,,
173,mkdocs-pagetree-plugin,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,{},,,3.0,https://pypi.org/project/mkdocs-pagetree-plugin,21657.0,21657.0,,4,True,3.0,pagetree,,,,,,,,,,,,,,,,,,,
174,Link Checker,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,{},,,5.0,https://pypi.org/project/mkdocs-linkcheck,40191.0,40191.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,,
175,exclude-search,,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,{},,,6.0,https://pypi.org/project/mkdocs-exclude-search,52359.0,52359.0,,4,True,3.0,exclude-search,,,,,,,,,,,,,,,,,,,
176,markdown-docs,,ldeluigi/markdown-docs,,['project'],site-management,{},111.0,111.0,6.0,,,,Generates documentation based on Markdown files and PlantUML syntax.,4,True,3.0,,,,,,,,,,,,,,2026-08-01 08:45:49.893230,,deloo/markdown-docs,https://hub.docker.com/r/deloo/markdown-docs,2026-08-01 08:45:49.893230,49634.0,
177,MkDocs Merge,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,{},9.0,9.0,3.0,https://pypi.org/project/mkdocs-merge,3672.0,3672.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,,
178,mkdocs-exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,{},,,4.0,https://pypi.org/project/mkdocs-exclude-unused-files,15286.0,15286.0,,4,True,3.0,exclude-unused-files,,,,,,,,,,,,,,,,,,,
179,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,{},23.0,23.0,4.0,https://pypi.org/project/mkdocs-snippet-plugin,976.0,976.0,,4,True,3.0,snippet,,,,,,,,,,,,,,,,,,,
180,git snippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,{},14.0,14.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,693.0,693.0,,4,True,3.0,gitsnippet,,,,,,,,,,,,,,,,,,,
181,Cluster,,,mkdocs-cluster,['theme'],theming,https://gitlab.com/kaliko/mkdocs-cluster,,,,https://pypi.org/project/mkdocs-cluster,347.0,347.0,Another bootstrap theme for MkDocs.,3,True,2.0,,,,,cluster,kaliko/mkdocs-cluster,https://gitlab.com/kaliko/mkdocs-cluster,2016-06-02 15:03:33,2.0,,1.0,6.0,0.0,2016-06-02 15:03:33.000000,,,,,,
182,Nature,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,{},52.0,52.0,3.0,https://pypi.org/project/mkdocs-nature,,,,3,True,2.0,,,,,nature,,,,,,,,,,,,,,,
183,Moonstone,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,{},18.0,18.0,,https://pypi.org/project/mkdocs-moonstone,139.0,139.0,,3,True,2.0,,,,,moonstone,,,,,,,,,,,,,,,
184,Dracula,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],theming,{},155.0,155.0,5.0,https://pypi.org/project/mkdocs-dracula-theme,,,,3,True,2.0,,,,,dracula,,,,,,,,,,,,,,,
185,Lantana,,WSOFT-Project/lantana,lantana,['theme'],theming,{},8.0,8.0,6.0,https://pypi.org/project/lantana,376.0,376.0,,3,True,2.0,,,,,lantana,,,,,,,,,,,,,,,
186,Landing,,TEParsons/mkdocs-landing,mkdocs-landing,['theme'],theming,{},8.0,8.0,4.0,https://pypi.org/project/mkdocs-landing,219.0,219.0,,3,True,2.0,,,,,landing,,,,,,,,,,,,,,,
187,mkdocs-curriculum-vitae,,Paul-Riviere/mkdocs-curriculum-vitae,mkdocs-curriculum-vitae,['theme'],theming,{},3.0,3.0,3.0,https://pypi.org/project/mkdocs-curriculum-vitae,166.0,166.0,,3,True,2.0,,,,,curriculum-vitae,,,,,,,,,,,,,,,
188,inari,,tkamenoko/inari,inari,['plugin'],api-docs,{},9.0,9.0,,https://pypi.org/project/inari,174.0,174.0,,3,True,3.0,inari,,,,,,,,,,,,,,,,,,,
189,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,{},,,6.0,https://pypi.org/project/mktheapidocs,1349.0,1349.0,,3,True,3.0,mktheapidocs,,,,,,,,,,,,,,,,,,,
190,mkdocstrings-vba,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,{},3.0,3.0,3.0,https://pypi.org/project/mkdocstrings-vba,354.0,354.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
191,import-statement,,Rj40x40/mkdocs-import-statement-plugin,mkdocs-import-statement-plugin,['plugin'],charts,{},4.0,4.0,,https://pypi.org/project/mkdocs-import-statement-plugin,189.0,189.0,,3,True,3.0,import-statement,,,,,,,,,,,,,,,,,,,
192,plotly charts,,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,{},,,4.0,https://pypi.org/project/mkdocs-plotly-plugin,3733.0,3733.0,,3,True,3.0,plotly,,,,,,,,,,,,,,,,,,,
193,inline-svg,,rajguru7/mkdocs-plugin-inline-svg-mod,mkdocs-plugin-inline-svg-mod,['plugin'],charts,{},7.0,7.0,5.0,https://pypi.org/project/mkdocs-plugin-inline-svg-mod,327.0,327.0,,3,True,3.0,inline-svg,,,,,,,,,,,,,,,,,,,
194,svgbob extension for Python Markdown,markdown_svgbob,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],charts,{},10.0,10.0,2.0,https://pypi.org/project/markdown-svgbob,501.0,501.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
195,mkdocs-bpmn-js,,madebyherzblut/mkdocs-bpmn-js,mkdocs-bpmn-js,['plugin'],charts,{},1.0,1.0,,https://pypi.org/project/mkdocs-bpmn-js,1854.0,1854.0,,3,True,3.0,bpmn-js,,,,,,,,,,,,,,,,,,,
196,mkdocs-markmap,,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,{},,,3.0,https://pypi.org/project/mkdocs-markmap,2631.0,2631.0,,3,True,3.0,markmap,,,,,,,,,,,,,,,,,,,
197,mkdocs-jupyterlite,,NickCrews/mkdocs-jupyterlite,mkdocs-jupyterlite,['plugin'],code-exec-templating,{},,,3.0,https://pypi.org/project/mkdocs-jupyterlite,5532.0,5532.0,,3,True,3.0,jupyterlite,,,,,,,,,,,,,,,,,,,
198,codeyaml,,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,{},2.0,2.0,,https://pypi.org/project/mkdocs-codeyaml-plugin,68.0,68.0,,3,True,3.0,codeyaml,MIT,,,,,,,,,,,,,,,,,,
199,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,{},8.0,8.0,3.0,https://pypi.org/project/mkdocs-add-teaser,390.0,390.0,,3,True,3.0,mkdocs-add-teaser,,,,,,,,,,,,,,,,,,,
200,mkdocs_safe_text,,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,{},10.0,10.0,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,559.0,559.0,,3,True,3.0,mkdocs_safe_text,,,,,,,,,,,,,,,,,,,
201,MkDocs Pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,{},7.0,7.0,,,,,,3,True,3.0,pygments,ISC,,,,,,,,,,,,,,,,,,
202,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,{},31.0,31.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,108.0,108.0,,3,True,3.0,tooltipster-links,,,,,,,,,,,,,,,,,,,
203,mkdocs-site-urls,,OctoPrint/mkdocs-site-urls,mkdocs-site-urls,['plugin'],links-refs,{},,,2.0,https://pypi.org/project/mkdocs-site-urls,22569.0,22569.0,,3,True,3.0,site-urls,,,,,,,,,,,,,,,,,,,
204,HEARTBEATS Flavored Markdown,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],markdown,{},10.0,10.0,2.0,https://pypi.org/project/hbfm,354.0,354.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
205,KBD Extension,kbdextension,RickTalken/kbdextension,kbdextension,['markdown'],markdown,{},12.0,12.0,,https://pypi.org/project/kbdextension,139.0,139.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
206,caption,"['caption', 'image_captions', 'table_captions']",flywire/caption,,['markdown'],markdown,{},72.0,72.0,4.0,,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
207,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-nav-enhancements,5418.0,5418.0,,3,True,3.0,mkdocs-nav-enhancements,,,,,,,,,,,,,,,,,,,
208,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,{},12.0,12.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,60.0,60.0,,3,True,3.0,vim-md-tags,,,,,,,,,,,,,,,,,,,
209,multirepo,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],site-management,{},3.0,3.0,3.0,https://pypi.org/project/mkdocs-multirepo,587.0,587.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,,
210,mkdocs-auto-refresh-build-pages,,JakubAndrysek/mkdocs-auto-refresh-build-pages,mkdocs-auto-refresh-build-pages,['plugin'],site-management,{},7.0,7.0,,https://pypi.org/project/mkdocs-auto-refresh-build-pages,721.0,721.0,,3,True,3.0,auto-refresh-build-pages,,,,,,,,,,,,,,,,,,,
211,MkHack3rs,,,,['project'],charts,https://eskool.gitlab.io/mkhack3rs/,,,,,,,Hacks & Integrations for Mkdocs / Material Theme.,2,True,3.0,,,,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,2021-05-01 11:44:57,1.0,,,4.0,0.0,2021-05-01 11:44:57.000000,,,,,,
212,Windmill Dark,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,{},,,4.0,https://pypi.org/project/mkdocs-windmill-dark,495.0,495.0,,2,True,3.0,,,,,windmill-dark,,,,,,,,,,,,,,,
213,CustomMill,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,{},24.0,24.0,8.0,https://pypi.org/project/mkdocs-custommill,,,,2,True,3.0,,,,,custommill,,,,,,,,,,,,,,,
214,GitHub,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,{},13.0,13.0,,https://pypi.org/project/mkdocs-github,,,,2,True,3.0,,,,,github,,,,,,,,,,,,,,,
215,SWAN,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,{},12.0,12.0,5.0,https://pypi.org/project/mkdocs-swan,,,,2,True,3.0,,,,,swan,,,,,,,,,,,,,,,
216,Alabaster,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],theming,{},,,10.0,https://pypi.org/project/mkdocs-alabaster,898.0,898.0,,2,True,3.0,,,,,alabaster,,,,,,,,,,,,,,,
217,Risonia,,unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],theming,{},4.0,4.0,,https://pypi.org/project/mkdocs-risonia-theme,106.0,106.0,,2,True,3.0,"['risonia/color-theme', 'risonia/w3css-classes']",,,,risonia,,,,,,,,,,,,,,,
218,Torillic,,TEParsons/torillic,mkdocs-torillic,['theme'],theming,{},,,4.0,https://pypi.org/project/mkdocs-torillic,645.0,645.0,,2,True,3.0,,,,,torillic,,,,,,,,,,,,,,,
219,mkdocs-typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,{},,,2.0,https://pypi.org/project/mkdocs-typedoc,1301.0,1301.0,,2,True,3.0,typedoc,,,,,,,,,,,,,,,,,,,
220,mkdocstrings-matlab,,watermarkhu/mkdocstrings-matlab,mkdocstrings-matlab,,api-docs,{},2.0,2.0,5.0,https://pypi.org/project/mkdocstrings-matlab,427.0,427.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
221,mkdocs-pipeline-visualizer,,obegron/mkdocs-pipeline-visualizer,mkdocs-pipeline-visualizer,['plugin'],api-docs,{},3.0,3.0,4.0,https://pypi.org/project/mkdocs-pipeline-visualizer,111.0,111.0,,2,True,3.0,pipeline-visualizer,,,,,,,,,,,,,,,,,,,
222,ansible-document,,,ansible-mkdocs,[],api-docs,https://pypi.org/project/ansible-mkdocs/,,,,https://pypi.org/project/ansible-mkdocs,23.0,23.0,Auto-generate ansible role documentation.,2,True,3.0,,,,,,,,,,,,,,,,,,,,
223,mkdocs-apidescribed-plugin,,idlesign/mkdocs-apidescribed-plugin,mkdocs-apidescribed-plugin,['plugin'],api-docs,{},,,,https://pypi.org/project/mkdocs-apidescribed-plugin,440.0,440.0,,2,True,3.0,apidescribed,,,,,,,,,,,,,,,,,,,
224,MkDocs Img2Fig Plugin,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,{},,,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,2711.0,2711.0,,2,True,3.0,img2fig,,,,,,,,,,,,,,,,,,,
225,docutools,,axiros/docutools,docutools,['plugin'],charts,{},,,5.0,https://pypi.org/project/docutools,245.0,245.0,,2,True,3.0,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",,,,,,,,,,,,,,,,,,,
226,markdown-figcap,markdown_figcap,funk1d/markdown-figcap,markdown-figcap,['markdown'],charts,{},7.0,7.0,,https://pypi.org/project/markdown-figcap,105.0,105.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
227,Termage,,bczsalba/Termage,Termage,['plugin'],charts,{},3.0,3.0,,https://pypi.org/project/Termage,67.0,67.0,,2,True,3.0,termage,,,,,,,,,,,,,,,,,,,
228,pico-8,,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],charts,{},3.0,3.0,,https://pypi.org/project/pico8-mkdocs-plugin,87.0,87.0,,2,True,3.0,pico-8,,,,,,,,,,,,,,,,,,,
229,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,{},,,2.0,https://pypi.org/project/mkdocs-badges,3050.0,3050.0,,2,True,3.0,badges,,,,,,,,,,,,,,,,,,,
230,mkdocs-matplotlib,,AnH0ang/mkdocs-matplotlib,mkdocs-matplotlib,['plugin'],charts,{},,,2.0,https://pypi.org/project/mkdocs-matplotlib,2203.0,2203.0,,2,True,3.0,mkdocs_matplotlib,,,,,,,,,,,,,,,,,,,
231,pheasant,,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,{},,,4.0,https://pypi.org/project/pheasant,363.0,363.0,,2,True,3.0,pheasant,,,,,,,,,,,,,,,,,,,
232,mkjsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,{},3.0,3.0,,https://pypi.org/project/mkjsfiddle,70.0,70.0,,2,True,3.0,jsfiddle,,,,,,,,,,,,,,,,,,,
233,recently-updated,,jaywhj/mkdocs-recently-updated-docs,mkdocs-recently-updated-docs,['plugin'],git-info,{},,,,https://pypi.org/project/mkdocs-recently-updated-docs,599.0,599.0,,2,True,3.0,recently-updated,,,,,,,,,,,,,,,,,,,
234,git-latest-release,,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,{},,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,179.0,179.0,,2,True,3.0,git-latest-release,,,,,,,,,,,,,,,,,,,
235,Github Releaase Changelog,,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],git-info,{},,,2.0,https://pypi.org/project/mkdocs-github-changelog,1323.0,1323.0,,2,True,3.0,mkdocs_github_changelog,,,,,,,,,,,,,,,,,,,
236,Mkdocs translations plugin,,,mkdocs-translations,['plugin'],i18n-l10n,https://pypi.org/project/mkdocs-translations/,,,,https://pypi.org/project/mkdocs-translations,66.0,66.0,Internationalization plugin for mkdocs.,2,True,3.0,translations,,,,,,,,,,,,,,,,,,,
237,ArgRef,,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],links-refs,{},,,5.0,https://pypi.org/project/mkdocs-argref-plugin,568.0,568.0,,2,True,3.0,argref,,,,,,,,,,,,,,,,,,,
238,webcontext,,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,{},6.0,6.0,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,169.0,169.0,,2,True,3.0,webcontext,,,,,,,,,,,,,,,,,,,
239,mkdocs-issues-plugin,,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],links-refs,{},1.0,1.0,3.0,https://pypi.org/project/mkdocs-issues-plugin,185.0,185.0,,2,True,3.0,mkdocs-issues-plugin,,,,,,,,,,,,,,,,,,,
240,MkDocs Backlinks Section Plugin,,six-two/mkdocs-backlinks-section-plugin,mkdocs-backlinks-section-plugin,['plugin'],links-refs,{},,,2.0,https://pypi.org/project/mkdocs-backlinks-section-plugin,3543.0,3543.0,,2,True,3.0,backlinks_section,,,,,,,,,,,,,,,,,,,
241,Tweetable quotes,tweetable.extension,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,{},5.0,5.0,,https://pypi.org/project/markdown-tweetable,62.0,62.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
242,markdown-del-ins,markdown_del_ins,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],markdown,{},,,2.0,https://pypi.org/project/markdown-del-ins,3862.0,3862.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
243,python-asciimathml,mdx_asciimathml,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,{},,,8.0,https://pypi.org/project/asciimathml,1022.0,1022.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
244,markdown-icons,iconfonts,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],markdown,{},,,4.0,https://pypi.org/project/markdown-iconfonts,178.0,178.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
245,markdown_sub_sup,markdown_sub_sup,alberic89/markdown_sub_sup,markdown-sub-sup,['markdown'],markdown,{},,,,https://pypi.org/project/markdown-sub-sup,704.0,704.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
246,Markdown Checklist,markdown_checklist.extension,FND/markdown-checklist,markdown-checklist,['markdown'],markdown,{},,,2.0,https://pypi.org/project/markdown-checklist,4129.0,4129.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,,
247,select-files,,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,{},9.0,9.0,,https://pypi.org/project/mkdocs-select-files,78.0,78.0,Filter pages for assignments.,2,True,3.0,select-files,,,,,,,,,,,,,,,,,,,
248,MkRefs,,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,{},5.0,5.0,2.0,https://pypi.org/project/mkrefs,169.0,169.0,,2,True,3.0,mkrefs,,,,,,,,,,,,,,,,,,,
249,SWAN Gallery,,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,{},3.0,3.0,3.0,https://pypi.org/project/mkdocs-swangallery,77.0,77.0,,2,True,3.0,swangallery,,,,,,,,,,,,,,,,,,,
250,mkdocs-navsorted-plugin,,idlesign/mkdocs-navsorted-plugin,mkdocs-navsorted-plugin,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-navsorted-plugin,441.0,441.0,mkdocs plugin to get nav sorted without yml directives.,2,True,3.0,navsorted,,,,,,,,,,,,,,,,,,,
251,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,{},,,3.0,https://pypi.org/project/mkdocs-plugin-tags,832.0,832.0,Processes tags in yaml metadata.,2,True,3.0,tags,,,,,,,,,,,,,,,,,,,
252,extract listings,,six-two/mkdocs-extract-listings-plugin,mkdocs-extract-listings-plugin,['plugin'],search-toc,{},,,,https://pypi.org/project/mkdocs-extract-listings-plugin,964.0,964.0,,2,True,3.0,extract_listings,,,,,,,,,,,,,,,,,,,
253,mk2pdf-export,,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,{},3.0,3.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,44.0,44.0,,2,True,3.0,mk2pdf-export,,,,,,,,,,,,,,,,,,,
254,progress,,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,{},42.0,42.0,4.0,,,,,2,True,3.0,progress,,,,,,,,,,,,,,,,,,,
255,mkdocs-exclude-tagged-files,,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],site-management,{},4.0,4.0,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,164.0,164.0,,2,True,3.0,mkdocs_exclude_tagged_files,,,,,,,,,,,,,,,,,,,
256,mkdocs-required-frontmatter-plugin,,unmc-vcr/mkdocs-required-frontmatter-plugin,mkdocs-required-frontmatter-plugin,['plugin'],site-management,{},2.0,2.0,,https://pypi.org/project/mkdocs-required-frontmatter-plugin,447.0,447.0,,2,True,3.0,required-frontmatter,,,,,,,,,,,,,,,,,,,
257,mkdocs-theme-topdf,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,{},4.0,4.0,,https://pypi.org/project/mkdocs-theme-topdf,,,,1,True,3.0,,,,,topdf,,,,,,,,,,,,,,,
258,KPN for MkDocs,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,{},8.0,8.0,9.0,https://pypi.org/project/mkdocs-kpn,,,,1,True,3.0,,,,,kpn,,,,,,,,,,,,,,,
259,Zettelkasten,,buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,{},6.0,6.0,5.0,https://pypi.org/project/mkdocs-zettelkasten,,,,1,True,3.0,['zettelkasten'],,,,zettelkasten,,,,,,,,,,,,,,,
260,mkdocs-yaarg-plugin,,g6123/mkdocs-yaarg-plugin,mkdocs-yaarg-plugin,['plugin'],api-docs,{},2.0,2.0,,https://pypi.org/project/mkdocs-yaarg-plugin,68.0,68.0,,1,True,3.0,yaarg,,,,,,,,,,,,,,,,,,,
