,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,markdown_extension,license,trending,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
27,git-authors,,git-authors,,timvink/mkdocs-git-authors-plugin,mkdocs-git-authors-plugin,['plugin'],git-info,{},1969.0,1969.0,17.0,https://pypi.org/project/mkdocs-git-authors-plugin,377008.0,377008.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
28,git-committers-2,,git-committers,,ojacques/mkdocs-git-committers-plugin-2,mkdocs-git-committers-plugin-2,['plugin'],git-info,{},1642.0,1642.0,19.0,https://pypi.org/project/mkdocs-git-committers-plugin-2,142194.0,142194.0,An MkDocs plugin to create a list of contributors on the page.,10,True,1.0,,,,,,,,,,,,,,,,,,
29,mkdocs-llmstxt,,llmstxt,,pawamoy/mkdocs-llmstxt,mkdocs-llmstxt,['plugin'],integrations,{},644.0,644.0,5.0,https://pypi.org/project/mkdocs-llmstxt,461142.0,461142.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
30,mkdocs-callouts,,callouts,,sondregronas/mkdocs-callouts,mkdocs-callouts,['plugin'],markdown,{},1450.0,1450.0,3.0,https://pypi.org/project/mkdocs-callouts,61659.0,61659.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
31,exclude,,exclude,,apenwarr/mkdocs-exclude,mkdocs-exclude,['plugin'],nav-pages,{},3205.0,3205.0,,https://pypi.org/project/mkdocs-exclude,237493.0,237493.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
32,awesome-nav,,awesome-nav,,lukasgeiter/mkdocs-awesome-nav,mkdocs-awesome-nav,['plugin'],nav-pages,{},693.0,693.0,12.0,https://pypi.org/project/mkdocs-awesome-nav,1160012.0,1160012.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
33,mkdocs-simple-hooks,,mkdocs-simple-hooks,,aklajnert/mkdocs-simple-hooks,mkdocs-simple-hooks,['plugin'],nav-pages,{},2336.0,2336.0,6.0,https://pypi.org/project/mkdocs-simple-hooks,101079.0,101079.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
34,mkdocs-with-pdf,,with-pdf,,orzih/mkdocs-with-pdf,mkdocs-with-pdf,['plugin'],site-conversion,{},929.0,929.0,6.0,https://pypi.org/project/mkdocs-with-pdf,324006.0,324006.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
35,Bootswatch,"['cerulean', 'cosmo', 'cyborg', 'darkly', 'flatly', 'journal', 'litera', 'lumen', 'lux', 'materia', 'minty', 'pulse', 'sandstone', 'simplex', 'slate', 'solar', 'spacelab', 'superhero', 'united', 'yeti']",,,mkdocs/mkdocs-bootswatch,mkdocs-bootswatch,['theme'],theming,{},1272.0,1272.0,10.0,https://pypi.org/project/mkdocs-bootswatch,18914.0,18914.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
36,MkDocsOAD,,"['neoteroi.mkdocsoad', 'neoteroi.contribs']",,Neoteroi/mkdocs-plugins,neoteroi-mkdocs,"['plugin', 'markdown']",api-docs,{},530.0,530.0,13.0,https://pypi.org/project/neoteroi-mkdocs,143203.0,143203.0,Plugin for MkDocs to generate human readable documentation from OpenAPI Documentation Version 3 (also known as Swagger..,9,True,1.0,"['neoteroi.cards', 'neoteroi.timeline', 'neoteroi.projects', 'neoteroi.spantable']",,,,,,,,,,,,,,,,,
37,panzoom,,panzoom,,PLAYG0N/mkdocs-panzoom,mkdocs-panzoom-plugin,['plugin'],charts,{},77.0,77.0,7.0,https://pypi.org/project/mkdocs-panzoom-plugin,1066881.0,1066881.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
38,MkDocs Swagger UI Tag,,swagger-ui-tag,,blueswen/mkdocs-swagger-ui-tag,mkdocs-swagger-ui-tag,['plugin'],integrations,{},447.0,447.0,10.0,https://pypi.org/project/mkdocs-swagger-ui-tag,301483.0,301483.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
39,htmlproofer,,htmlproofer,,manuzhang/mkdocs-htmlproofer-plugin,mkdocs-htmlproofer-plugin,['plugin'],links-refs,{},741.0,741.0,16.0,https://pypi.org/project/mkdocs-htmlproofer-plugin,97137.0,97137.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
40,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,{},54.0,54.0,3.0,https://pypi.org/project/mkdocs-link-marker,914325.0,914325.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
41,encryptcontent,,encryptcontent,,unverbuggt/mkdocs-encryptcontent-plugin,mkdocs-encryptcontent-plugin,['plugin'],nav-pages,{},1275.0,1275.0,7.0,https://pypi.org/project/mkdocs-encryptcontent-plugin,29045.0,29045.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
42,pdf-export,,pdf-export,,zhaoterryy/mkdocs-pdf-export-plugin,mkdocs-pdf-export-plugin,['plugin'],site-conversion,{},1530.0,1530.0,12.0,https://pypi.org/project/mkdocs-pdf-export-plugin,39351.0,39351.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
43,mkdocs-multirepo-plugin,,multirepo,,jdoiro3/mkdocs-multirepo-plugin,mkdocs-multirepo-plugin,['plugin'],site-management,{},263.0,263.0,17.0,https://pypi.org/project/mkdocs-multirepo-plugin,68752.0,68752.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
44,same-dir,,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,{},571.0,571.0,3.0,https://pypi.org/project/mkdocs-same-dir,124146.0,124146.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
45,meta-descriptions,,meta-descriptions,,prcr/mkdocs-meta-descriptions-plugin,mkdocs-meta-descriptions-plugin,['plugin'],snippets-include,{},1279.0,1279.0,3.0,https://pypi.org/project/mkdocs-meta-descriptions-plugin,16898.0,16898.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
46,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,https://gitlab.com/lramage/mkdocs-gitbook-theme,,,,https://pypi.org/project/mkdocs-gitbook,36043.0,36043.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,8,True,2.0,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,2018-12-17 18:29:14,15.0,9.0,10.0,31.0,0.0,2018-12-17 18:29:14.000000,,,,,,
47,Bootstrap,bootstrap,,,mkdocs/mkdocs-bootstrap,mkdocs-bootstrap,['theme'],theming,{},523.0,523.0,6.0,https://pypi.org/project/mkdocs-bootstrap,14961.0,14961.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
48,MkApi,,mkapi,,daizutabi/mkapi,mkapi,['plugin'],api-docs,{},269.0,269.0,6.0,https://pypi.org/project/mkapi,12130.0,12130.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
49,mkdoxy,,mkdoxy,,JakubAndrysek/MkDoxy,mkdoxy,['plugin'],api-docs,{},74.0,74.0,18.0,https://pypi.org/project/mkdoxy,66492.0,66492.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
50,mkdocstrings-python,,,,mkdocstrings/python,mkdocstrings-python,,api-docs,{},,,30.0,https://pypi.org/project/mkdocstrings-python,11888158.0,11888158.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
51,mkdocs-api-autonav,,api-autonav,,tlambert03/mkdocs-api-autonav,mkdocs-api-autonav,['plugin'],api-docs,{},309.0,309.0,2.0,https://pypi.org/project/mkdocs-api-autonav,125942.0,125942.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
52,mkdocs-blogging-plugin,,blogging,,liang2kl/mkdocs-blogging-plugin,mkdocs-blogging-plugin,['plugin'],blogging,{},321.0,321.0,7.0,https://pypi.org/project/mkdocs-blogging-plugin,9942.0,9942.0,,8,True,1.0,,,,,,,,,,,,,,,,,,
53,kroki,,kroki,,AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,mkdocs-kroki-plugin,['plugin'],charts,{},93.0,93.0,19.0,https://pypi.org/project/mkdocs-kroki-plugin,80288.0,80288.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
54,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,{},86.0,86.0,,https://pypi.org/project/mkdocs-diagrams,68295.0,68295.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
55,mknotebooks,,mknotebooks,,greenape/mknotebooks,mknotebooks,['plugin'],code-exec-templating,{},799.0,799.0,14.0,https://pypi.org/project/mknotebooks,41402.0,41402.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
56,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,{},22.0,22.0,3.0,https://pypi.org/project/mkdocs-meta-manager,922631.0,922631.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
57,mkdocs-marimo,,marimo,,marimo-team/mkdocs-marimo,mkdocs-marimo,['plugin'],code-exec-templating,{},14.0,14.0,8.0,https://pypi.org/project/mkdocs-marimo,9729.0,9729.0,,8,True,2.0,,Apache-2,,,,,,,,,,,,,,,,
58,git-committers,,git-committers,,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,{},355.0,355.0,7.0,https://pypi.org/project/mkdocs-git-committers-plugin,16731.0,16731.0,,8,True,2.0,,,,,,,,,,,,,['mkdocs_plugin'],,,,,
59,enumerate-headings,,enumerate-headings,,timvink/mkdocs-enumerate-headings-plugin,mkdocs-enumerate-headings-plugin,['plugin'],html-css,{},397.0,397.0,6.0,https://pypi.org/project/mkdocs-enumerate-headings-plugin,51787.0,51787.0,,8,True,1.0,,,,,,,,,,,,,,,,,,
60,mkdocs-coverage,,coverage,,pawamoy/mkdocs-coverage,mkdocs-coverage,['plugin'],integrations,{},367.0,367.0,2.0,https://pypi.org/project/mkdocs-coverage,75440.0,75440.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
61,autolinks,,autolinks,,zachhannum/mkdocs-autolinks-plugin,mkdocs-autolinks-plugin,['plugin'],links-refs,{},733.0,733.0,10.0,https://pypi.org/project/mkdocs-autolinks-plugin,57856.0,57856.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
62,mkdocs-open-in-new-tab,,open-in-new-tab,,JakubAndrysek/mkdocs-open-in-new-tab,mkdocs-open-in-new-tab,['plugin'],links-refs,{},734.0,734.0,2.0,https://pypi.org/project/mkdocs-open-in-new-tab,183725.0,183725.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
63,markdown-callouts,,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,{},757.0,757.0,2.0,https://pypi.org/project/markdown-callouts,117211.0,117211.0,,8,True,2.0,"['callouts', 'github-callouts']",,,,,,,,,,,,,,,,,
64,mkdocs-spellcheck,,spellcheck,,pawamoy/mkdocs-spellcheck,mkdocs-spellcheck,['plugin'],quality,{},89.0,89.0,7.0,https://pypi.org/project/mkdocs-spellcheck,87955.0,87955.0,,8,True,1.0,,,,,,,,,,,,,,,,,,
65,mkdocs-embed-external-markdown,,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,{},177.0,177.0,7.0,https://pypi.org/project/mkdocs-embed-external-markdown,7756.0,7756.0,,8,True,2.0,,MIT,,,,,,,,,,,,,,,,
66,codeinclude,,codeinclude,,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,{},199.0,199.0,5.0,https://pypi.org/project/mkdocs-codeinclude-plugin,55196.0,55196.0,A plugin to include code snippets into mkdocs pages.,8,True,2.0,,,,,,,,,,,,,,,,,,
67,markdown-katex,,,,,markdown-katex,['markdown'],markdown,https://gitlab.com/mbarkhau/markdown-katex,,,,https://pypi.org/project/markdown-katex,19700.0,19700.0,KaTeX extension for Python Markdown.,7,True,2.0,markdown_katex,,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,2019-05-14 07:53:31,4.0,4.0,13.0,11.0,0.0,2019-05-14 07:53:31.000000,,,,,,
68,MkDocs Graphviz,,,,,mkdocs-graphviz,['markdown'],charts,https://gitlab.com/rod2ik/mkdocs-graphviz,,,,https://pypi.org/project/mkdocs-graphviz,18281.0,18281.0,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",7,True,2.0,mkdocs_graphviz,,1.0,rod2ik/mkdocs-graphviz,https://gitlab.com/rod2ik/mkdocs-graphviz,2021-05-03 14:28:32,1.0,6.0,5.0,6.0,3.0,2021-05-03 14:28:32.000000,,,,,,
69,Dracula,dracula,,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],theming,{},155.0,155.0,5.0,https://pypi.org/project/mkdocs-dracula-theme,9249.0,9249.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
70,Shadcn,shadcn,"['shadcn/search', 'shadcn/excalidraw']",,asiffer/mkdocs-shadcn,mkdocs-shadcn,"['theme', 'plugin']",theming,{},95.0,95.0,6.0,https://pypi.org/project/mkdocs-shadcn,37917.0,37917.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
71,Blogs for MkDocs,,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,{},226.0,226.0,,https://pypi.org/project/mkdocs-blog-plugin,3798.0,3798.0,,7,True,2.0,,,,,,,,,,,,,['mkdocs_plugin'],,,,,
72,mkdocs_puml,,plantuml,,MikhailKravets/mkdocs_puml,mkdocs-puml,['plugin'],charts,{},81.0,81.0,10.0,https://pypi.org/project/mkdocs-puml,52800.0,52800.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
73,build-plantuml,,build_plantuml,,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,{},147.0,147.0,14.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,29188.0,29188.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
74,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,{},197.0,197.0,2.0,https://pypi.org/project/markdown-captions,19959.0,19959.0,,7,True,2.0,markdown_captions,,,,,,,,,,,,,,,,,
75,document-dates,,document-dates,,jaywhj/mkdocs-document-dates,mkdocs-document-dates,['plugin'],git-info,{},68.0,68.0,4.0,https://pypi.org/project/mkdocs-document-dates,20017.0,20017.0,,7,True,3.0,,,,,,,,,,,,,,,,,,
76,minify-html,,minify_html,,monosans/mkdocs-minify-html-plugin,mkdocs-minify-html-plugin,['plugin'],html-css,{},102.0,102.0,4.0,https://pypi.org/project/mkdocs-minify-html-plugin,20473.0,20473.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
77,autorefs,,autorefs,,mkdocstrings/autorefs,mkdocs-autorefs,['plugin'],links-refs,{},,,9.0,https://pypi.org/project/mkdocs-autorefs,8025674.0,8025674.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
78,ezlinks,,ezlinks,,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,{},179.0,179.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,13686.0,13686.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
79,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,{},135.0,135.0,4.0,https://pypi.org/project/mkdocs-nav-weight,47348.0,47348.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
80,mkdocs-exporter,,exporter,,adrienbrignon/mkdocs-exporter,mkdocs-exporter,['plugin'],site-conversion,{},51.0,51.0,4.0,https://pypi.org/project/mkdocs-exporter,23034.0,23034.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
81,simple,,simple,,athackst/mkdocs-simple-plugin,mkdocs-simple-plugin,['plugin'],site-management,{},64.0,64.0,8.0,https://pypi.org/project/mkdocs-simple-plugin,50586.0,50586.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
82,mkdocs-versioning,,mkdocs-versioning,,zayd62/mkdocs-versioning,mkdocs-versioning,['plugin'],site-management,{},182.0,182.0,5.0,https://pypi.org/project/mkdocs-versioning,11260.0,11260.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
83,markdown-version-annotations,,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,{},106.0,106.0,,https://pypi.org/project/markdown-version-annotations,20827.0,20827.0,,7,True,3.0,markdown_version_annotations,,,,,,,,,,,,,,,,,
84,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,https://gitlab.com/lramage/mkdocs-bootstrap386,,,,https://pypi.org/project/mkdocs-bootstrap386,602.0,602.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,6,True,2.0,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,2018-06-06 02:30:09,3.0,4.0,3.0,37.0,1.0,2018-06-06 02:30:09.000000,,,,,,
85,Markdown Grid Tables,,,,,markdown-grid-tables,['markdown'],markdown,https://gitlab.com/WillDaSilva/markdown_grid_tables,,,,https://pypi.org/project/markdown-grid-tables,60254.0,60254.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,6,True,2.0,markdown_grid_tables,,1.0,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,2022-02-09 02:39:55,7.0,3.0,1.0,1.0,0.0,2022-02-09 02:39:55.000000,,,,,,
86,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,{},52.0,52.0,3.0,https://pypi.org/project/mkdocs-nature,1958.0,1958.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
87,Terminal for MkDocs,terminal,['terminal/md-to-html'],,ntno/mkdocs-terminal,mkdocs-terminal,['theme'],theming,{},171.0,171.0,4.0,https://pypi.org/project/mkdocs-terminal,6778.0,6778.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
88,mkdocs-typer2,,mkdocs-typer2,,syn54x/mkdocs-typer2,mkdocs-typer2,['plugin'],api-docs,{},51.0,51.0,2.0,https://pypi.org/project/mkdocs-typer2,11956.0,11956.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
89,mkdocs-autoapi,,mkdocs-autoapi,,jcayers20/mkdocs-autoapi,mkdocs-autoapi,['plugin'],api-docs,{},137.0,137.0,2.0,https://pypi.org/project/mkdocs-autoapi,26954.0,26954.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
90,Lightgallery,,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,{},109.0,109.0,6.0,https://pypi.org/project/lightgallery,3716.0,3716.0,,6,True,2.0,lightgallery,,,,,,,,,,,,,,,,,
