,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,markdown_extension,license,trending,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
10,minify,,minify,,byrnereese/mkdocs-minify-plugin,mkdocs-minify-plugin,['plugin'],html-css,{},12535.0,12535.0,14.0,https://pypi.org/project/mkdocs-minify-plugin,999722.0,999722.0,,12,True,1.0,,,,,,,,,,,,,,,,,,
11,mkdocs-redirects,,redirects,,mkdocs/mkdocs-redirects,mkdocs-redirects,['plugin'],links-refs,{},7982.0,7982.0,18.0,https://pypi.org/project/mkdocs-redirects,1591289.0,1591289.0,,12,True,1.0,,,,,,,,,,,,,,,,,,
12,mike,,mike,,jimporter/mike,mike,['plugin'],site-management,{},6819.0,6819.0,9.0,https://pypi.org/project/mike,1565168.0,1565168.0,,12,True,1.0,,,,,,,,,,,,,,,,,,
13,include-markdown,,include-markdown,,mondeja/mkdocs-include-markdown-plugin,mkdocs-include-markdown-plugin,['plugin'],snippets-include,{},4105.0,4105.0,18.0,https://pypi.org/project/mkdocs-include-markdown-plugin,683836.0,683836.0,,12,True,1.0,,,,,,,,,,,,,,,,,,
14,mkdocs-click,,,,mkdocs/mkdocs-click,mkdocs-click,['markdown'],api-docs,{},1276.0,1276.0,16.0,https://pypi.org/project/mkdocs-click,1151488.0,1151488.0,,11,True,1.0,mkdocs-click,,-10.0,,,,,,,,,,,,,,,
15,markdown-exec,,markdown-exec,{'plugins.markdown-exec.ansi': 'markdown-exec[ansi]'},pawamoy/markdown-exec,markdown-exec,['plugin'],code-exec-templating,{},867.0,867.0,6.0,https://pypi.org/project/markdown-exec,893909.0,893909.0,,11,True,2.0,,,,,,,,,,,,,,,,,,
16,static-i18n,,i18n,,ultrabug/mkdocs-static-i18n,mkdocs-static-i18n,['plugin'],i18n-l10n,{},2594.0,2594.0,14.0,https://pypi.org/project/mkdocs-static-i18n,632031.0,632031.0,,11,True,1.0,,,,,,,,,,,,,,,,,,
17,Math extension,,,,mitya57/python-markdown-math,python-markdown-math,['markdown'],markdown,{},4059.0,4059.0,8.0,https://pypi.org/project/python-markdown-math,394340.0,394340.0,,11,True,1.0,mdx_math,,-10.0,,,,,,,,,,,,,,,
18,literate-nav,,literate-nav,,oprypin/mkdocs-literate-nav,mkdocs-literate-nav,['plugin'],nav-pages,{},3765.0,3765.0,,https://pypi.org/project/mkdocs-literate-nav,1258518.0,1258518.0,,11,True,1.0,,,,,,,,,,,,,,,,,,
19,monorepo,,monorepo,,backstage/mkdocs-monorepo-plugin,mkdocs-monorepo-plugin,['plugin'],site-management,{},689.0,689.0,32.0,https://pypi.org/project/mkdocs-monorepo-plugin,1944579.0,1944579.0,,11,True,1.0,,,,,,,,,,,,,,,,,,
20,techdocs-core,,techdocs-core,,backstage/mkdocs-techdocs-core,mkdocs-techdocs-core,['plugin'],site-management,{},224.0,224.0,51.0,https://pypi.org/project/mkdocs-techdocs-core,764078.0,764078.0,,11,True,1.0,,,,,,,,,,,,,,,,,,
21,Markdown-Include,,,,cmacmackin/markdown-include,markdown-include,['markdown'],snippets-include,{},8045.0,8045.0,12.0,https://pypi.org/project/markdown-include,264324.0,264324.0,,11,True,2.0,markdown_include.include,,-10.0,,,,,,,,,,,,,,,
22,Cinder,cinder,,,chrissimpkins/cinder,mkdocs-cinder,['theme'],theming,{},710.0,710.0,23.0,https://pypi.org/project/mkdocs-cinder,6793.0,6793.0,,10,True,1.0,,MIT,,,,,,,,,,,,,,,,
23,MkDocs Video,,mkdocs-video,,soulless-viewer/mkdocs-video,mkdocs-video,['plugin'],charts,{},1166.0,1166.0,5.0,https://pypi.org/project/mkdocs-video,166472.0,166472.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
24,markdownextradata,,markdownextradata,,rosscdh/mkdocs-markdownextradata-plugin,mkdocs-markdownextradata-plugin,['plugin'],code-exec-templating,{},1664.0,1664.0,12.0,https://pypi.org/project/mkdocs-markdownextradata-plugin,106907.0,106907.0,,10,True,2.0,,,-10.0,,,,,,,,,,,,,,,
25,git-revision-date,,git-revision-date,,zhaoterryy/mkdocs-git-revision-date-plugin,mkdocs-git-revision-date-plugin,['plugin'],git-info,{},3036.0,3036.0,7.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,142196.0,142196.0,,10,True,1.0,,,-10.0,,,,,,,,,,,,,,,
26,git-authors,,git-authors,,timvink/mkdocs-git-authors-plugin,mkdocs-git-authors-plugin,['plugin'],git-info,{},1965.0,1965.0,17.0,https://pypi.org/project/mkdocs-git-authors-plugin,369453.0,369453.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
27,git-committers-2,,git-committers,,ojacques/mkdocs-git-committers-plugin-2,mkdocs-git-committers-plugin-2,['plugin'],git-info,{},1634.0,1634.0,19.0,https://pypi.org/project/mkdocs-git-committers-plugin-2,134128.0,134128.0,An MkDocs plugin to create a list of contributors on the page.,10,True,1.0,,,,,,,,,,,,,,,,,,
28,mkdocs-callouts,,callouts,,sondregronas/mkdocs-callouts,mkdocs-callouts,['plugin'],markdown,{},1449.0,1449.0,3.0,https://pypi.org/project/mkdocs-callouts,61029.0,61029.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
29,exclude,,exclude,,apenwarr/mkdocs-exclude,mkdocs-exclude,['plugin'],nav-pages,{},3194.0,3194.0,,https://pypi.org/project/mkdocs-exclude,223970.0,223970.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
30,awesome-nav,,awesome-nav,,lukasgeiter/mkdocs-awesome-nav,mkdocs-awesome-nav,['plugin'],nav-pages,{},671.0,671.0,12.0,https://pypi.org/project/mkdocs-awesome-nav,1022720.0,1022720.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
31,mkdocs-simple-hooks,,mkdocs-simple-hooks,,aklajnert/mkdocs-simple-hooks,mkdocs-simple-hooks,['plugin'],nav-pages,{},2330.0,2330.0,6.0,https://pypi.org/project/mkdocs-simple-hooks,125941.0,125941.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
32,mkdocs-with-pdf,,with-pdf,,orzih/mkdocs-with-pdf,mkdocs-with-pdf,['plugin'],site-conversion,{},927.0,927.0,6.0,https://pypi.org/project/mkdocs-with-pdf,329444.0,329444.0,,10,True,1.0,,,,,,,,,,,,,,,,,,
33,Windmill,windmill,,,gristlabs/mkdocs-windmill,mkdocs-windmill,['theme'],theming,{},367.0,367.0,8.0,https://pypi.org/project/mkdocs-windmill,7820.0,7820.0,,9,True,1.0,,MIT,,,,,,,,,,,,,,,,
34,Bootswatch,"['cerulean', 'cosmo', 'cyborg', 'darkly', 'flatly', 'journal', 'litera', 'lumen', 'lux', 'materia', 'minty', 'pulse', 'sandstone', 'simplex', 'slate', 'solar', 'spacelab', 'superhero', 'united', 'yeti']",,,mkdocs/mkdocs-bootswatch,mkdocs-bootswatch,['theme'],theming,{},1271.0,1271.0,10.0,https://pypi.org/project/mkdocs-bootswatch,18826.0,18826.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
35,MkDocsOAD,,"['neoteroi.mkdocsoad', 'neoteroi.contribs']",,Neoteroi/mkdocs-plugins,neoteroi-mkdocs,"['plugin', 'markdown']",api-docs,{},529.0,529.0,13.0,https://pypi.org/project/neoteroi-mkdocs,137527.0,137527.0,Plugin for MkDocs to generate human readable documentation from OpenAPI Documentation Version 3 (also known as Swagger..,9,True,1.0,"['neoteroi.cards', 'neoteroi.timeline', 'neoteroi.projects', 'neoteroi.spantable']",,,,,,,,,,,,,,,,,
36,panzoom,,panzoom,,PLAYG0N/mkdocs-panzoom,mkdocs-panzoom-plugin,['plugin'],charts,{},75.0,75.0,7.0,https://pypi.org/project/mkdocs-panzoom-plugin,1108133.0,1108133.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
37,MkDocs Swagger UI Tag,,swagger-ui-tag,,blueswen/mkdocs-swagger-ui-tag,mkdocs-swagger-ui-tag,['plugin'],integrations,{},446.0,446.0,10.0,https://pypi.org/project/mkdocs-swagger-ui-tag,266527.0,266527.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
38,mkdocs-llmstxt,,llmstxt,,pawamoy/mkdocs-llmstxt,mkdocs-llmstxt,['plugin'],integrations,{},617.0,617.0,5.0,https://pypi.org/project/mkdocs-llmstxt,397229.0,397229.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
39,autolinks,,autolinks,,zachhannum/mkdocs-autolinks-plugin,mkdocs-autolinks-plugin,['plugin'],links-refs,{},729.0,729.0,10.0,https://pypi.org/project/mkdocs-autolinks-plugin,63082.0,63082.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
40,htmlproofer,,htmlproofer,,manuzhang/mkdocs-htmlproofer-plugin,mkdocs-htmlproofer-plugin,['plugin'],links-refs,{},736.0,736.0,16.0,https://pypi.org/project/mkdocs-htmlproofer-plugin,91263.0,91263.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
41,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,{},53.0,53.0,3.0,https://pypi.org/project/mkdocs-link-marker,966920.0,966920.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
42,encryptcontent,,encryptcontent,,unverbuggt/mkdocs-encryptcontent-plugin,mkdocs-encryptcontent-plugin,['plugin'],nav-pages,{},1274.0,1274.0,7.0,https://pypi.org/project/mkdocs-encryptcontent-plugin,20753.0,20753.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
43,pdf-export,,pdf-export,,zhaoterryy/mkdocs-pdf-export-plugin,mkdocs-pdf-export-plugin,['plugin'],site-conversion,{},1530.0,1530.0,12.0,https://pypi.org/project/mkdocs-pdf-export-plugin,40144.0,40144.0,,9,True,1.0,,,,,,,,,,,,,,,,,,
44,mkdocs-multirepo-plugin,,multirepo,,jdoiro3/mkdocs-multirepo-plugin,mkdocs-multirepo-plugin,['plugin'],site-management,{},260.0,260.0,17.0,https://pypi.org/project/mkdocs-multirepo-plugin,72252.0,72252.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
45,same-dir,,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,{},570.0,570.0,3.0,https://pypi.org/project/mkdocs-same-dir,128286.0,128286.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
46,mkdocs-embed-external-markdown,,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,{},176.0,176.0,7.0,https://pypi.org/project/mkdocs-embed-external-markdown,8327.0,8327.0,,9,True,2.0,,MIT,,,,,,,,,,,,,,,,
47,meta-descriptions,,meta-descriptions,,prcr/mkdocs-meta-descriptions-plugin,mkdocs-meta-descriptions-plugin,['plugin'],snippets-include,{},1278.0,1278.0,3.0,https://pypi.org/project/mkdocs-meta-descriptions-plugin,17857.0,17857.0,,9,True,2.0,,,,,,,,,,,,,,,,,,
48,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,https://gitlab.com/lramage/mkdocs-gitbook-theme,,,,https://pypi.org/project/mkdocs-gitbook,46164.0,46164.0,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,8,True,2.0,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,2018-12-17 18:29:14,15.0,9.0,10.0,31.0,0.0,2018-12-17 18:29:14.000000,,,,,,
49,Bootstrap,bootstrap,,,mkdocs/mkdocs-bootstrap,mkdocs-bootstrap,['theme'],theming,{},523.0,523.0,6.0,https://pypi.org/project/mkdocs-bootstrap,14939.0,14939.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
50,MkApi,,mkapi,,daizutabi/mkapi,mkapi,['plugin'],api-docs,{},268.0,268.0,6.0,https://pypi.org/project/mkapi,9103.0,9103.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
51,mkdoxy,,mkdoxy,,JakubAndrysek/MkDoxy,mkdoxy,['plugin'],api-docs,{},73.0,73.0,18.0,https://pypi.org/project/mkdoxy,64630.0,64630.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
52,mkdocstrings-python,,,,mkdocstrings/python,mkdocstrings-python,,api-docs,{},,,29.0,https://pypi.org/project/mkdocstrings-python,11340994.0,11340994.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
53,mkdocs-api-autonav,,api-autonav,,tlambert03/mkdocs-api-autonav,mkdocs-api-autonav,['plugin'],api-docs,{},293.0,293.0,2.0,https://pypi.org/project/mkdocs-api-autonav,123949.0,123949.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
54,mkdocs-blogging-plugin,,blogging,,liang2kl/mkdocs-blogging-plugin,mkdocs-blogging-plugin,['plugin'],blogging,{},321.0,321.0,7.0,https://pypi.org/project/mkdocs-blogging-plugin,9695.0,9695.0,,8,True,1.0,,,,,,,,,,,,,,,,,,
55,kroki,,kroki,,AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,mkdocs-kroki-plugin,['plugin'],charts,{},93.0,93.0,19.0,https://pypi.org/project/mkdocs-kroki-plugin,81323.0,81323.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
56,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,{},86.0,86.0,,https://pypi.org/project/mkdocs-diagrams,63340.0,63340.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
57,mknotebooks,,mknotebooks,,greenape/mknotebooks,mknotebooks,['plugin'],code-exec-templating,{},798.0,798.0,14.0,https://pypi.org/project/mknotebooks,36100.0,36100.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
58,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,{},22.0,22.0,3.0,https://pypi.org/project/mkdocs-meta-manager,972941.0,972941.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
59,mkdocs-marimo,,marimo,,marimo-team/mkdocs-marimo,mkdocs-marimo,['plugin'],code-exec-templating,{},14.0,14.0,8.0,https://pypi.org/project/mkdocs-marimo,10892.0,10892.0,,8,True,2.0,,Apache-2,,,,,,,,,,,,,,,,
60,git-committers,,git-committers,,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,{},354.0,354.0,7.0,https://pypi.org/project/mkdocs-git-committers-plugin,18991.0,18991.0,,8,True,2.0,,,,,,,,,,,,,['mkdocs_plugin'],,,,,
61,enumerate-headings,,enumerate-headings,,timvink/mkdocs-enumerate-headings-plugin,mkdocs-enumerate-headings-plugin,['plugin'],html-css,{},396.0,396.0,6.0,https://pypi.org/project/mkdocs-enumerate-headings-plugin,51434.0,51434.0,,8,True,1.0,,,,,,,,,,,,,,,,,,
62,mkdocs-coverage,,coverage,,pawamoy/mkdocs-coverage,mkdocs-coverage,['plugin'],integrations,{},363.0,363.0,2.0,https://pypi.org/project/mkdocs-coverage,63546.0,63546.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
63,mkdocs-open-in-new-tab,,open-in-new-tab,,JakubAndrysek/mkdocs-open-in-new-tab,mkdocs-open-in-new-tab,['plugin'],links-refs,{},730.0,730.0,2.0,https://pypi.org/project/mkdocs-open-in-new-tab,190997.0,190997.0,,8,True,2.0,,,,,,,,,,,,,,,,,,
64,markdown-callouts,,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,{},748.0,748.0,2.0,https://pypi.org/project/markdown-callouts,120653.0,120653.0,,8,True,2.0,"['callouts', 'github-callouts']",,,,,,,,,,,,,,,,,
65,mkdocs-spellcheck,,spellcheck,,pawamoy/mkdocs-spellcheck,mkdocs-spellcheck,['plugin'],quality,{},88.0,88.0,7.0,https://pypi.org/project/mkdocs-spellcheck,83145.0,83145.0,,8,True,1.0,,,,,,,,,,,,,,,,,,
66,codeinclude,,codeinclude,,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,{},197.0,197.0,5.0,https://pypi.org/project/mkdocs-codeinclude-plugin,56219.0,56219.0,A plugin to include code snippets into mkdocs pages.,8,True,3.0,,,,,,,,,,,,,,,,,,
67,markdown-katex,,,,,markdown-katex,['markdown'],markdown,https://gitlab.com/mbarkhau/markdown-katex,,,,https://pypi.org/project/markdown-katex,20921.0,20921.0,KaTeX extension for Python Markdown.,7,True,2.0,markdown_katex,,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,2019-05-14 07:53:31,4.0,4.0,13.0,11.0,0.0,2019-05-14 07:53:31.000000,,,,,,
68,MkDocs Graphviz,,,,,mkdocs-graphviz,['markdown'],charts,https://gitlab.com/rod2ik/mkdocs-graphviz,,,,https://pypi.org/project/mkdocs-graphviz,22376.0,22376.0,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",7,True,2.0,mkdocs_graphviz,,1.0,rod2ik/mkdocs-graphviz,https://gitlab.com/rod2ik/mkdocs-graphviz,2021-05-03 14:28:32,1.0,6.0,5.0,6.0,3.0,2021-05-03 14:28:32.000000,,,,,,
69,Terminal for MkDocs,terminal,['terminal/md-to-html'],,ntno/mkdocs-terminal,mkdocs-terminal,['theme'],theming,{},168.0,168.0,4.0,https://pypi.org/project/mkdocs-terminal,8806.0,8806.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
70,Dracula,dracula,,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],theming,{},155.0,155.0,5.0,https://pypi.org/project/mkdocs-dracula-theme,10258.0,10258.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
71,Shadcn,shadcn,"['shadcn/search', 'shadcn/excalidraw']",,asiffer/mkdocs-shadcn,mkdocs-shadcn,"['theme', 'plugin']",theming,{},90.0,90.0,6.0,https://pypi.org/project/mkdocs-shadcn,33201.0,33201.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
72,Blogs for MkDocs,,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,{},225.0,225.0,,https://pypi.org/project/mkdocs-blog-plugin,4150.0,4150.0,,7,True,2.0,,,,,,,,,,,,,['mkdocs_plugin'],,,,,
73,mkdocs_puml,,plantuml,,MikhailKravets/mkdocs_puml,mkdocs-puml,['plugin'],charts,{},81.0,81.0,10.0,https://pypi.org/project/mkdocs-puml,48097.0,48097.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
74,build-plantuml,,build_plantuml,,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,{},147.0,147.0,14.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,29097.0,29097.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
75,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,{},197.0,197.0,2.0,https://pypi.org/project/markdown-captions,14479.0,14479.0,,7,True,2.0,markdown_captions,,,,,,,,,,,,,,,,,
76,document-dates,,document-dates,,jaywhj/mkdocs-document-dates,mkdocs-document-dates,['plugin'],git-info,{},66.0,66.0,4.0,https://pypi.org/project/mkdocs-document-dates,19475.0,19475.0,,7,True,3.0,,,,,,,,,,,,,,,,,,
77,minify-html,,minify_html,,monosans/mkdocs-minify-html-plugin,mkdocs-minify-html-plugin,['plugin'],html-css,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-minify-html-plugin,48002.0,48002.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
78,mkdocs-extra-sass-plugin,,extra-sass,,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],html-css,{},94.0,94.0,,https://pypi.org/project/mkdocs-extra-sass-plugin,8724.0,8724.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
79,autorefs,,autorefs,,mkdocstrings/autorefs,mkdocs-autorefs,['plugin'],links-refs,{},,,9.0,https://pypi.org/project/mkdocs-autorefs,7560987.0,7560987.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
80,ezlinks,,ezlinks,,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,{},177.0,177.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,16320.0,16320.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
81,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,{},134.0,134.0,4.0,https://pypi.org/project/mkdocs-nav-weight,43864.0,43864.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
82,mkdocs-exporter,,exporter,,adrienbrignon/mkdocs-exporter,mkdocs-exporter,['plugin'],site-conversion,{},51.0,51.0,4.0,https://pypi.org/project/mkdocs-exporter,24377.0,24377.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
83,simple,,simple,,athackst/mkdocs-simple-plugin,mkdocs-simple-plugin,['plugin'],site-management,{},64.0,64.0,8.0,https://pypi.org/project/mkdocs-simple-plugin,51591.0,51591.0,,7,True,2.0,,,,,,,,,,,,,,,,,,
84,markdown-version-annotations,,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,{},104.0,104.0,,https://pypi.org/project/markdown-version-annotations,21634.0,21634.0,,7,True,3.0,markdown_version_annotations,,,,,,,,,,,,,,,,,
85,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,https://gitlab.com/lramage/mkdocs-bootstrap386,,,,https://pypi.org/project/mkdocs-bootstrap386,749.0,749.0,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,6,True,2.0,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,2018-06-06 02:30:09,3.0,4.0,3.0,37.0,1.0,2018-06-06 02:30:09.000000,,,,,,
86,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,{},52.0,52.0,3.0,https://pypi.org/project/mkdocs-nature,1729.0,1729.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
87,mkdocs-typer2,,mkdocs-typer2,,syn54x/mkdocs-typer2,mkdocs-typer2,['plugin'],api-docs,{},50.0,50.0,2.0,https://pypi.org/project/mkdocs-typer2,15275.0,15275.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
88,mkdocs-autoapi,,mkdocs-autoapi,,jcayers20/mkdocs-autoapi,mkdocs-autoapi,['plugin'],api-docs,{},136.0,136.0,2.0,https://pypi.org/project/mkdocs-autoapi,25062.0,25062.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
89,Publisher for MkDocs - blog,,pub-blog,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],blogging,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,5974.0,5974.0,"Blogging engine with support for categories, tags and archive.",6,True,3.0,,,,,,,,,,,,,,,,,,
90,Lightgallery,,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,{},109.0,109.0,6.0,https://pypi.org/project/lightgallery,3315.0,3315.0,,6,True,2.0,lightgallery,,,,,,,,,,,,,,,,,
91,Markdown blockdiag,,,,gisce/markdown-blockdiag,markdown-blockdiag,['markdown'],charts,{},149.0,149.0,5.0,https://pypi.org/project/markdown-blockdiag,2218.0,2218.0,,6,True,2.0,markdown_blockdiag,,,,,,,,,,,,,,,,,
